fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,reportTime,symbol,totalRevenue,grossProfit,operatingIncome,netIncome,grossMargin,operatingMargin,netMargin,event_id_x,ticker,revenue_growth,margin_trend,profitability,revenue_growth_regime,eps_surprise_regime,profitability_regime,margin_trend_regime,financial_strength_regime,event_id_reported,event_id_y,CAR_m1_p1,CAR_m2_p2,CAR_m5_p5,CAR_p5_p20,eps_bin2
2008-03-31,2008-04-23,0.0425,0.0375,0.005,13.3333,post-market,AAPL,7512000000,2474000000,1315000000,1045000000,0.3293397231096912,0.1750532481363152,0.1391107561235356,AAPL_2008-03-31,AAPL,-0.2181515403830142,-0.0254396185642246,0.1750532481363152,negative_growth,large_positive,medium,contraction,mixed,AAPL_2008-04-23,AAPL_2008-04-23,-0.0030839137819608023,0.0400290872723941,0.047960165049044295,0.052702663214680395,1
2008-06-30,2008-07-21,0.0425,0.0375,0.005,13.3333,post-market,AAPL,7464000000,2600000000,1392000000,1072000000,0.3483386923901393,0.1864951768488746,0.1436227224008574,AAPL_2008-06-30,AAPL,-0.0063897763578274,0.0045119662773218,0.1864951768488746,negative_growth,large_positive,medium,stable,mixed,AAPL_2008-07-21,AAPL_2008-07-21,-0.0245610923432589,-0.0151317053113963,-0.0758173239672079,-0.011016396008835902,1
2008-09-30,2008-10-21,0.045,0.04,0.005,12.5,post-market,AAPL,7895000000,2739000000,1442000000,1136000000,0.3469284357188094,0.1826472450918302,0.143888537048765,AAPL_2008-09-30,AAPL,0.057743837084673,0.0002658146479075,0.1826472450918302,moderate_growth,large_positive,medium,stable,mixed,AAPL_2008-10-21,AAPL_2008-10-21,0.0659564964325548,0.0857837915727587,0.03262748035518529,-0.05757393281278769,1
2008-12-31,2009-01-21,0.0625,0.05,0.0125,25.0,post-market,AAPL,11880000000,4507000000,3101000000,2255000000,0.3793771043771043,0.261026936026936,0.1898148148148148,AAPL_2008-12-31,AAPL,0.5047498416719443,0.0459262777660497,0.261026936026936,high_growth,large_positive,high,expansion,strong_fundamentals,AAPL_2009-01-21,AAPL_2009-01-21,0.1019988310386207,0.0976933848146263,0.07843456751908119,0.0587351462368072,1
2009-03-31,2009-04-22,0.0475,0.04,0.0075,18.75,post-market,AAPL,9084000000,3627000000,2323000000,1620000000,0.3992734478203434,0.2557243505063848,0.178335535006605,AAPL_2009-03-31,AAPL,-0.2353535353535353,-0.0114792798082097,0.2557243505063848,negative_growth,large_positive,high,contraction,mixed,AAPL_2009-04-22,AAPL_2009-04-22,0.0114013252000618,-0.0108433478962769,0.004796069649527998,-0.013931228843447434,1
2009-06-30,2009-07-21,0.0475,0.0425,0.005,11.7647,post-market,AAPL,9734000000,3983000000,2632000000,1828000000,0.409184302445038,0.2703924388740497,0.1877953564824327,AAPL_2009-06-30,AAPL,0.0715543813298107,0.0094598214758276,0.2703924388740497,moderate_growth,large_positive,high,expansion,strong_fundamentals,AAPL_2009-07-21,AAPL_2009-07-21,-0.002036830405752102,-0.021032977954523503,0.004703073449822695,-0.015941356623379598,1
2009-09-30,2009-10-19,0.065,0.05,0.015,30.0,post-market,AAPL,9870000000,3614000000,2193000000,1665000000,0.366160081053698,0.2221884498480243,0.168693009118541,AAPL_2009-09-30,AAPL,0.0139716457776863,-0.0191023473638917,0.2221884498480243,moderate_growth,large_positive,medium,contraction,mixed,AAPL_2009-10-19,AAPL_2009-10-19,0.0413494243346528,0.0726307977619374,0.04566996796929539,-0.0468863922981592,1
2009-12-31,2010-01-25,0.13,0.075,0.055,73.3333,post-market,AAPL,15683000000,6411000000,4725000000,3378000000,0.4087865841994516,0.3012816425428808,0.2153924631766881,AAPL_2009-12-31,AAPL,0.5889564336372848,0.0466994540581471,0.3012816425428808,high_growth,large_positive,high,expansion,strong_fundamentals,AAPL_2010-01-25,AAPL_2010-01-25,0.0351422649348472,0.033270954362349,-0.01793503517165,0.009319304033970226,1
2010-03-31,2010-04-20,0.12,0.0875,0.0325,37.1429,post-market,AAPL,13499000000,5625000000,3979000000,3074000000,0.4166975331506037,0.2947625750055559,0.2277205718942143,AAPL_2010-03-31,AAPL,-0.1392590703309315,0.0123281087175262,0.2947625750055559,negative_growth,large_positive,high,expansion,strong_fundamentals,AAPL_2010-04-20,AAPL_2010-04-20,0.0337905498013626,0.0540713712695622,0.0844164318232153,0.0227042005412934,1
2010-06-30,2010-07-20,0.125,0.11,0.015,13.6364,post-market,AAPL,15700000000,6136000000,4234000000,3253000000,0.390828025477707,0.2696815286624204,0.2071974522292993,AAPL_2010-06-30,AAPL,0.1630491147492407,-0.0205231196649149,0.2696815286624204,high_growth,large_positive,high,contraction,mixed,AAPL_2010-07-20,AAPL_2010-07-20,0.0018351128666957983,-0.012544421919610502,-0.0013466541080485051,-0.0433611197864287,1
