ticker,event_date,CAR_0_1,CAR_0_5,CAR_2_20,CAR_2_40,CAR_2_60,CAR_0_20,CAR_0_40,CAR_0_60,speed_01_over_05,continuation_01_vs_220
AAPL,2022-01-27,0.04174201334829804,0.05050504663882344,-0.01829056110467321,-0.007273454528870731,0.011122226314425193,0.023451452243624826,0.034468558819427314,0.05286423966272323,0.8264919275653292,False
AAPL,2022-04-28,0.015712251726401727,0.007535256086064913,-0.06507046049674141,-0.07647523684213949,-0.03148759132280789,-0.04935820877033968,-0.060762985115737765,-0.01577533959640617,2.0851649296244466,False
AAPL,2022-07-28,0.0076957278698533745,-0.0020575238112932074,0.01481059190978976,0.0194686611509392,-0.017290505100112694,0.02250631977964314,0.027164389020792584,-0.009594777230259319,3.740286176817759,True
AAPL,2022-10-27,0.028445561700258054,-0.01839216492494556,-0.09128756181528953,-0.16625980625573258,-0.1858223324424342,-0.06284200011503148,-0.1378142445554745,-0.15737677074217618,1.5466130178985578,False
AAPL,2023-02-02,0.04302930980812668,0.033666399351692654,-0.003018258674108834,0.013141973487171176,0.03547418326643362,0.040011051134017844,0.05617128329529785,0.07850349307456028,1.278108459375929,False
AAPL,2023-05-04,0.01748107756666348,0.007545120825944541,-0.057803802938822306,-0.04425107475950162,-0.06431857038373856,-0.04032272537215883,-0.026769997192838152,-0.04683749281707509,2.316871786407092,False
AAPL,2023-08-03,-0.04982718795936041,-0.06209154382813147,0.017390652612684413,-0.019357830670824493,0.003302554786151531,-0.032436535346675996,-0.06918501863018492,-0.04652463317320888,0.8024794502981175,False
AAPL,2023-11-02,-0.013163703091715478,0.014753072296552594,0.03135591853509824,-0.021662042638338867,-0.0523080254207993,0.01819221544338277,-0.034825745730054355,-0.06547172851251477,0.892268595117743,False
AAPL,2024-02-01,-0.01672293419541726,-0.011625967129781782,-0.06922124757575239,-0.12735809086958147,-0.08666603422817591,-0.08594418177116966,-0.1440810250649987,-0.10338896842359317,1.438412306583835,True
AAPL,2024-05-02,0.05610842527166107,0.05633051496062841,0.037759166758058405,0.1222789936099053,0.1910311302889311,0.09386759202971946,0.17838741888156634,0.24713955556059217,0.9960573822354977,True
AAPL,2024-08-01,0.03167274316206609,0.004778765205647718,0.0141037986394961,-0.013586714536924751,-0.00204776538999475,0.045776541801562196,0.01808602862514135,0.029624977772071338,6.62780902577806,True
AAPL,2024-10-31,-0.01861857990604436,-0.03794433443131934,0.025548455867842483,0.07255317956841024,-0.0018299694894252892,0.006929875961798118,0.05393459966236591,-0.020448549395469643,0.4906814201668153,False
AAPL,2025-01-30,-0.017158146644464942,-0.040644169544146326,0.03213320959359031,-0.030316889774831258,-0.0828960217983223,0.014975062949125375,-0.04747503641929621,-0.10005416844278724,0.42215517839104433,False
AAPL,2025-05-01,-0.05462698961290922,-0.09551938708375103,-0.07602886478002077,-0.11051704020265493,-0.11358143036433022,-0.13065585439292998,-0.16514402981556417,-0.16820841997723945,0.571894264407418,True
AAPL,2025-07-31,-0.006388122426620585,0.05603836394048845,0.12209673027775776,0.20747573619390663,0.22595326826250345,0.11570860785113717,0.20108761376728604,0.21956514583588282,0.11399551980861959,False
GOOGL,2022-02-01,0.07411866494972393,0.03588402366953951,-0.05224425946928043,-0.06749378119429522,-0.15510602659078773,0.021874405480443497,0.006624883755428705,-0.0809873616410638,2.0655059653368877,False
GOOGL,2022-04-26,-0.035235944184356834,-0.01778452466607798,0.012021206918136029,0.06458860833619746,-0.0450245195955517,-0.023214737266220805,0.02935266415184063,-0.08026046377990853,1.9812699437261605,False
