date,stock_return,market_return,expected_return,ar,rel_day,ticker,event_date_aligned,alpha,beta,surprise,VIX,car_0_t
2022-03-30,-0.006671737247280067,-0.011107019609618879,-0.011719909521361788,0.005048172274081721,43,AAPL,2022-01-27,0.00021965736044990154,1.074956856245379,0.21,30.49,0.028207887649622364
2022-03-31,-0.01793566440055791,-0.012472050437409744,-0.013187258768681882,-0.004748405631876028,44,AAPL,2022-01-27,0.00021965736044990154,1.074956856245379,0.21,30.49,0.023459482017746336
2022-04-01,-0.0017195923072621253,-0.0019051151680996065,-0.0018282592514358383,0.00010866694417371306,45,AAPL,2022-01-27,0.00021965736044990154,1.074956856245379,0.21,30.49,0.02356814896192005
2022-04-04,0.02341708703328987,0.020379385392064218,0.022126617413716253,0.001290469619573617,46,AAPL,2022-01-27,0.00021965736044990154,1.074956856245379,0.21,30.49,0.024858618581493668
2022-04-05,-0.019123637955772054,-0.022454065603790662,-0.02391749441092841,0.004793856455156356,47,AAPL,2022-01-27,0.00021965736044990154,1.074956856245379,0.21,30.49,0.029652475036650024
2022-04-06,-0.01862315634563808,-0.02195069892539399,-0.023376396948780444,0.004753240603142365,48,AAPL,2022-01-27,0.00021965736044990154,1.074956856245379,0.21,30.49,0.03440571563979239
2022-04-07,0.0018024832626744912,0.0023748511966261952,0.002772519936825773,-0.0009700366741512817,49,AAPL,2022-01-27,0.00021965736044990154,1.074956856245379,0.21,30.49,0.033435678965641105
2022-04-08,-0.011980390495327974,-0.014077744906995954,-0.014913311047798864,0.0029329205524708905,50,AAPL,2022-01-27,0.00021965736044990154,1.074956856245379,0.21,30.49,0.036368599518112
2022-04-11,-0.02584707966002851,-0.023941848995204476,-0.025516797368136692,-0.00033028229189181746,51,AAPL,2022-01-27,0.00021965736044990154,1.074956856245379,0.21,30.49,0.03603831722622018
2022-04-12,0.011457490143739299,-0.004233089918059693,-0.0043307316700715555,0.015788221813810854,52,AAPL,2022-01-27,0.00021965736044990154,1.074956856245379,0.21,30.49,0.05182653904003104
2022-04-13,0.01621049518550403,0.020123198297555028,0.021851227339992018,-0.005640732154487987,53,AAPL,2022-01-27,0.00021965736044990154,1.074956856245379,0.21,30.49,0.04618580688554305
2022-04-14,-0.030447107465953395,-0.023132534983368216,-0.02464681972225785,-0.005800287743695544,54,AAPL,2022-01-27,0.00021965736044990154,1.074956856245379,0.21,30.49,0.0403855191418475
2022-04-18,-0.0013318805698123541,0.0007680656798112553,0.0010452948290097784,-0.0023771753988221325,55,AAPL,2022-01-27,0.00021965736044990154,1.074956856245379,0.21,30.49,0.03800834374302537
2022-04-19,0.014016531695925443,0.02210469577442652,0.02398125163838795,-0.009964719942462506,56,AAPL,2022-01-27,0.00021965736044990154,1.074956856245379,0.21,30.49,0.028043623800562866
2022-04-20,-0.001016047662343538,-0.014691995272170794,-0.01557360368929479,0.014557556026951251,57,AAPL,2022-01-27,0.00021965736044990154,1.074956856245379,0.21,30.49,0.042601179827514116
2022-04-21,-0.004855396920747667,-0.020908103479434573,-0.02225565182585616,0.017400254905108492,58,AAPL,2022-01-27,0.00021965736044990154,1.074956856245379,0.21,30.49,0.06000143473262261
2022-04-22,-0.02821551545503849,-0.02653477712261605,-0.028304083236449257,8.856778141076715e-05,59,AAPL,2022-01-27,0.00021965736044990154,1.074956856245379,0.21,30.49,0.060090002514033375
2022-04-25,0.00671453534491259,0.012763899086793517,0.013940298196222726,-0.007225762851310136,60,AAPL,2022-01-27,0.00021965736044990154,1.074956856245379,0.21,30.49,0.05286423966272324
2022-04-21,-0.004855396920747667,-0.020908103479434573,-0.01887650659487258,0.014021109674124912,-5,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,
2022-04-22,-0.02821551545503849,-0.02653477712261605,-0.02418061495805776,-0.004034900496980728,-4,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,
2022-04-25,0.00671453534491259,0.012763899086793517,0.012865151397528399,-0.0061506160526158095,-3,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,
2022-04-26,-0.03804262544585032,-0.03847564794311292,-0.03543694095085154,-0.002605684494998775,-2,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,
2022-04-27,-0.0014679135928759824,-0.0011989430580294255,-0.00029723058706348766,-0.0011706830058124946,-1,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,
2022-04-28,0.044165698737766164,0.0348996599944937,0.03373191602644563,0.010433782711320533,0,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,0.010433782711320533
2022-04-29,-0.03729150707012786,-0.0460424731356275,-0.04256997608520906,0.005278469015081194,1,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,0.015712251726401727
2022-05-02,0.001964450427378937,0.01655822980180639,0.016441961170844243,-0.014477510743465306,2,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,0.0012347409829364213
2022-05-03,0.0095766860947054,0.0010668862924183963,0.0018387035668259335,0.007737982527879467,3,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,0.008972723510815888
2022-05-04,0.04018974051373543,0.03325308011175621,0.03217973108014721,0.00801000943358822,4,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,0.016982732944404107
2022-05-05,-0.057328499946449896,-0.05167650738657543,-0.0478810230881107,-0.009447476858339195,5,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,0.007535256086064913
2022-05-06,0.0032478933184167747,-0.012053296733452387,-0.010529327160951065,0.01377722047936784,6,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,0.021312476565432753
2022-05-09,-0.033752476598565784,-0.039913327661827785,-0.036792201536980984,0.0030397249384152003,7,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,0.024352201503847953
2022-05-10,0.015983639362036096,0.012076172099837105,0.012216850341801788,0.0037667890202343086,8,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,0.02811899052408226
2022-05-11,-0.053233390705204775,-0.030107121068589284,-0.027548163993529592,-0.025685226711675183,9,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,0.0024337638124070776
2022-05-12,-0.027262464734622755,-0.0023671876004944495,-0.0013985021448058182,-0.025863962589816936,10,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.023430198777409858
2022-05-13,0.03141764253962142,0.036389798611552185,0.03513662815340952,-0.0037189856137880978,11,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.027149184391197956
2022-05-16,-0.010729643343180209,-0.011659424505743372,-0.01015803479364815,-0.0005716085495320582,12,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.027720792940730016
2022-05-17,0.025104785434016844,0.025571826501674184,0.024938827466987643,0.00016595796702920107,13,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.027554834973700815
2022-05-18,-0.058073269261970054,-0.05033634195265531,-0.04661768649941029,-0.011455582762559764,14,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.03901041773626058
2022-05-19,-0.02495006654970432,-0.005373081409992123,-0.004232074430115798,-0.020717992119588524,15,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.0597284098558491
2022-05-20,0.001745835898442212,-0.0031125173847909846,-0.0021011037515311277,0.0038469396499733396,16,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.05588147020587576
2022-05-23,0.03933531688305942,0.016490569097749125,0.016378179311613072,0.022957137571446348,17,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.03292433263442941
2022-05-24,-0.019403014607770126,-0.021491379805986633,-0.019426344925279712,2.3330317509586557e-05,18,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.03290100231691983
2022-05-25,0.0011392766826118835,0.01389817514291755,0.013934401810290278,-0.012795125127678395,19,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.04569612744459822
2022-05-26,0.022934526158099194,0.0273304231381536,0.02659660748384066,-0.003662081325741466,20,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.04935820877033969
2022-05-27,0.03994805592421971,0.03211812855425301,0.031109843891069192,0.008838212033150519,21,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.04051999673718917
2022-05-31,-0.005360506001523477,-0.0026563700289642207,-0.0016711063572771548,-0.003689399644246322,22,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.04420939638143549
2022-06-01,-0.0008738027778294648,-0.007423253029214695,-0.006164714053645607,0.005290911275816142,23,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.03891848510561935
2022-06-02,0.016671498423985562,0.02701740986687634,0.026301538600294945,-0.009630040176309383,24,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.04854852528192873
2022-06-03,-0.03931859506808852,-0.02636406302400393,-0.02401968753706553,-0.01529890753102299,25,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.06384743281295173
2022-06-06,0.005214062306582319,0.003325567304280925,0.00396789918123758,0.0012461631253447387,26,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.06260126968760699
2022-06-07,0.017433034337520525,0.008588654401308383,0.008929264644710753,0.008503769692809773,27,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.05409749999479721
2022-06-08,-0.005056133736338925,-0.007222439448047726,-0.005975412689668395,0.00091927895332947,28,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.053178221041467744
2022-06-09,-0.03661799340936847,-0.027149745556349747,-0.02476032855428074,-0.01185766485508773,29,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.06503588589655547
2022-06-10,-0.03939459254312223,-0.035907763939805,-0.03301626829745526,-0.006378324245666964,30,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.07141421014222243
2022-06-13,-0.03903696280823235,-0.047611974560245275,-0.044049501318102986,0.005012538509870636,31,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.0664016716323518
2022-06-14,0.00665056864824343,0.0018138471687475723,0.0025428427585330806,0.00410772588971035,32,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.06229394574264145
2022-06-15,0.019911914815506283,0.02466524276351486,0.024084216253962034,-0.004172301438455751,33,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.0664662471810972
2022-06-16,-0.040459019226274213,-0.041183021196291525,-0.037989106230927897,-0.002469912995346317,34,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.06893616017644352
2022-06-17,0.011467138879850552,0.012086111318131311,0.012226219765767172,-0.0007590808859166201,35,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.06969524106236014
2022-06-21,0.03223552491537594,0.02491675094431176,0.024321306003567633,0.00791421891180831,36,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.061781022150551826
2022-06-22,-0.0038345301759220973,-0.0014596349617124371,-0.0005429775761776259,-0.003291552599744471,37,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.0650725747502963
2022-06-23,0.021344279340216425,0.014783199856688873,0.014768689932123798,0.006575589408092627,38,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.05849698534220367
2022-06-24,0.02422152492494989,0.0336893941861747,0.03259103219299973,-0.008369507268049844,39,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.06686649261025351
2022-06-27,0.0,-0.007358324240158246,-0.00610350749451575,0.00610350749451575,40,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.060762985115737765
2022-06-28,-0.03024236208953133,-0.03094062510664668,-0.028333885010842604,-0.0019084770786887244,41,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.06267146219442649
2022-06-29,0.012939783685248842,0.0009164670109291166,0.001696907504084951,0.011242876181163892,42,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.0514285860132626
2022-06-30,-0.01819220311385862,-0.012480638961478144,-0.01093217076435792,-0.0072600323495007005,43,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.0586886183627633
2022-07-01,0.01603517035343482,0.006578921829391049,0.007034745783573281,0.00900042456986154,44,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.049688193792901764
2022-07-05,0.018753446316492256,0.016974562260970306,0.016834426172114187,0.001919020144378069,45,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.04776917364852369
2022-07-06,0.00956137767794631,0.006391590930770142,0.006858154168514491,0.002703223509431818,46,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.04506595013909188
2022-07-07,0.023715979982685924,0.021173296072052834,0.020792455468719852,0.0029235245139660714,47,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.0421424256251258
2022-07-08,0.004703645469481986,0.001253464856689327,0.002014585977269231,0.0026890594922127546,48,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.039453366132913045
2022-07-11,-0.014867870053816581,-0.021595731612941583,-0.019524714464208625,0.0046568444103920435,49,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.034796521722521005
2022-07-12,0.006810469002526879,-0.009735020551016715,-0.008343952840844356,0.015154421843371235,50,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.01964209987914977
2022-07-13,-0.002539901828789713,-0.00206296657781164,-0.001111721468868791,-0.0014281803599209219,51,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.02107028023907069
2022-07-14,0.020275561904607046,0.0035644166857944108,0.004193055833705335,0.01608250607090171,52,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.004987774168168979
2022-07-15,0.011385068060284869,0.01797681904830084,0.017779225701082983,-0.0063941576407981135,53,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.011381931808967093
2022-07-18,-0.020859321779966928,-0.008498644908757621,-0.007178455994925121,-0.013680865785041806,54,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.0250627975940089
2022-07-19,0.026371172902702068,0.0302898434610031,0.029386370509039087,-0.0030151976063370195,55,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.02807799520034592
2022-07-20,0.013419488317073009,0.01573195963239629,0.01566305931981375,-0.0022435710027407397,56,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.03032156620308666
2022-07-21,0.014981310707059077,0.014253026022745991,0.014268909840920864,0.0007124008661382134,57,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.029609165336948445
2022-07-22,-0.00814378854529432,-0.017690797645697504,-0.015843642088801766,0.007699853543507447,58,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.021909311793440998
2022-07-25,-0.00742577669684965,-0.005711889351887715,-0.004551459230458662,-0.0028743174663909887,59,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.024783629259831987
2022-07-26,-0.008865597388641167,-0.019844510398493973,-0.01787388705206698,0.009008289663425813,60,AAPL,2022-04-28,0.0008329796053799739,0.9426721184749735,0.09,29.99,-0.015775339596406174
2022-07-21,0.014981310707059077,0.014253026022745991,0.014403792609928606,0.0005775180971304712,-5,AAPL,2022-07-28,0.0007920591202454509,0.955006569689874,0.05,22.33,
2022-07-22,-0.00814378854529432,-0.017690797645697504,-0.01610276885444982,0.0079589803091555,-4,AAPL,2022-07-28,0.0007920591202454509,0.955006569689874,0.05,22.33,
2022-07-25,-0.00742577669684965,-0.005711889351887715,-0.004662832736148953,-0.0027629439607006973,-3,AAPL,2022-07-28,0.0007920591202454509,0.955006569689874,0.05,22.33,
2022-07-26,-0.008865597388641167,-0.019844510398493973,-0.018159578682595313,0.009293981293954146,-2,AAPL,2022-07-28,0.0007920591202454509,0.955006569689874,0.05,22.33,
2022-07-27,0.033661857164087886,0.04139102371594799,0.04032075869516516,-0.006658901531077274,-1,AAPL,2022-07-28,0.0007920591202454509,0.955006569689874,0.05,22.33,
2022-07-28,0.00356529313805682,0.009730590325886685,0.010084836808427965,-0.006519543670371145,0,AAPL,2022-07-28,0.0007920591202454509,0.955006569689874,0.05,22.33,-0.006519543670371145
2022-07-29,0.03226691482750138,0.01807273867512371,0.01805164328727686,0.01421527154022452,1,AAPL,2022-07-28,0.0007920591202454509,0.955006569689874,0.05,22.33,0.0076957278698533745
2022-08-01,-0.006172478087495445,-0.0006023672551739338,0.0002167944341882874,-0.006389272521683732,2,AAPL,2022-07-28,0.0007920591202454509,0.955006569689874,0.05,22.33,0.0013064553481696422
2022-08-02,-0.00933074696963854,-0.002986224389436428,-0.002059804790234471,-0.00727094217940407,3,AAPL,2022-07-28,0.0007920591202454509,0.955006569689874,0.05,22.33,-0.005964486831234427
2022-08-03,0.037534301117603995,0.026868493212103356,0.02645164665547194,0.011082654462132056,4,AAPL,2022-07-28,0.0007920591202454509,0.955006569689874,0.05,22.33,0.005118167630897628
2022-08-04,-0.0019280598851060776,0.0046654887811779094,0.005247631557084758,-0.007175691442190836,5,AAPL,2022-07-28,0.0007920591202454509,0.955006569689874,0.05,22.33,-0.0020575238112932074
2022-08-05,-0.0027781150854795243,-0.008202386348352493,-0.007041273729565715,0.00426315864408619,6,AAPL,2022-07-28,0.0007920591202454509,0.955006569689874,0.05,22.33,0.0022056348327929827
2022-08-08,-0.0029071548547145764,-0.003237528484178082,-0.002299801851702717,-0.0006073530030118596,7,AAPL,2022-07-28,0.0007920591202454509,0.955006569689874,0.05,22.33,0.0015982818297811232
2022-08-09,0.00030322326561203414,-0.01138317504843719,-0.010078947834941916,0.01038217110055395,8,AAPL,2022-07-28,0.0007920591202454509,0.955006569689874,0.05,22.33,0.011980452930335072
