event_id,ticker,date,event_day,abnormal_return
AAPL_2022-03-31,AAPL,2022-03-11,-20,-0.006973998722528144
AAPL_2022-03-31,AAPL,2022-03-14,-17,-0.010797526657643133
AAPL_2022-03-31,AAPL,2022-03-15,-16,0.002384396529731346
AAPL_2022-03-31,AAPL,2022-03-16,-15,-0.0056318211771153
AAPL_2022-03-31,AAPL,2022-03-17,-14,-0.007016506531500011
AAPL_2022-03-31,AAPL,2022-03-18,-13,0.0011760066644314164
AAPL_2022-03-31,AAPL,2022-03-21,-10,0.010028048000659238
AAPL_2022-03-31,AAPL,2022-03-22,-9,0.001890222203714098
AAPL_2022-03-31,AAPL,2022-03-23,-8,0.017714176812693043
AAPL_2022-03-31,AAPL,2022-03-24,-7,0.003939676872023921
AAPL_2022-03-31,AAPL,2022-03-25,-6,0.0031450791409684395
AAPL_2022-03-31,AAPL,2022-03-28,-3,-0.008290099592430402
AAPL_2022-03-31,AAPL,2022-03-29,-2,0.0011731625728513724
AAPL_2022-03-31,AAPL,2022-03-30,-1,0.001905457669368893
AAPL_2022-03-31,AAPL,2022-03-31,0,-0.006425303530284523
AAPL_2022-03-31,AAPL,2022-04-01,1,-0.006183883167602598
AAPL_2022-03-31,AAPL,2022-04-04,4,0.005243708132630951
AAPL_2022-03-31,AAPL,2022-04-05,5,-0.0013112923345719868
AAPL_2022-03-31,AAPL,2022-04-06,6,-0.0011626948429199133
AAPL_2022-03-31,AAPL,2022-04-07,7,-0.0006919105135088735
AAPL_2022-03-31,AAPL,2022-04-08,8,-0.0022491370491337787
AAPL_2022-03-31,AAPL,2022-04-11,11,-0.008566887905381078
AAPL_2022-03-31,AAPL,2022-04-12,12,0.01216868380489284
AAPL_2022-03-31,AAPL,2022-04-13,13,-0.0032670498955228583
AAPL_2022-03-31,AAPL,2022-04-14,14,-0.013360880166044958
AAPL_2022-03-31,AAPL,2022-04-18,18,-0.0020814475525606263
AAPL_2022-03-31,AAPL,2022-04-19,19,-0.006540284096391645
AAPL_2022-03-31,AAPL,2022-04-20,20,0.007626147210900214
AAPL_2022-06-30,AAPL,2022-06-10,-20,-0.006497674752818011
AAPL_2022-06-30,AAPL,2022-06-13,-17,0.004608433274567517
AAPL_2022-06-30,AAPL,2022-06-14,-16,0.0043721937443276515
AAPL_2022-06-30,AAPL,2022-06-15,-15,-0.003811545658987295
AAPL_2022-06-30,AAPL,2022-06-16,-14,-0.0023288486944655976
AAPL_2022-06-30,AAPL,2022-06-17,-13,-0.002427063484459353
AAPL_2022-06-30,AAPL,2022-06-21,-9,0.00876098644507137
AAPL_2022-06-30,AAPL,2022-06-22,-8,-0.003118717654416195
AAPL_2022-06-30,AAPL,2022-06-23,-7,0.0058424977754427815
AAPL_2022-06-30,AAPL,2022-06-24,-6,-0.007235034263749426
AAPL_2022-06-30,AAPL,2022-06-27,-3,0.0060034404765017665
AAPL_2022-06-30,AAPL,2022-06-28,-2,-0.0027531803452588155
AAPL_2022-06-30,AAPL,2022-06-29,-1,0.012672741143933691
AAPL_2022-06-30,AAPL,2022-06-30,0,-0.006268209575172599
AAPL_2022-06-30,AAPL,2022-07-01,1,0.007148717070991623
AAPL_2022-06-30,AAPL,2022-07-05,5,0.002022963568251275
AAPL_2022-06-30,AAPL,2022-07-06,6,0.005697541520740169
AAPL_2022-06-30,AAPL,2022-07-07,7,0.0020951163411132914
AAPL_2022-06-30,AAPL,2022-07-08,8,0.002942289343780439
AAPL_2022-06-30,AAPL,2022-07-11,11,0.005594036740185354
AAPL_2022-06-30,AAPL,2022-07-12,12,0.015003610331529634
AAPL_2022-06-30,AAPL,2022-07-13,13,-0.0017750497264474782
AAPL_2022-06-30,AAPL,2022-07-14,14,0.019529066044793236
AAPL_2022-06-30,AAPL,2022-07-15,15,-0.005844752081951857
AAPL_2022-06-30,AAPL,2022-07-18,18,-0.01379407943338332
AAPL_2022-06-30,AAPL,2022-07-19,19,-0.002851494071453166
AAPL_2022-06-30,AAPL,2022-07-20,20,-0.0017997986902759128
AAPL_2022-09-30,AAPL,2022-09-12,-18,0.02519981918500854
AAPL_2022-09-30,AAPL,2022-09-13,-17,-0.008846573405331674
AAPL_2022-09-30,AAPL,2022-09-14,-16,0.0014709425602092898
AAPL_2022-09-30,AAPL,2022-09-15,-15,-0.005730933198308979
AAPL_2022-09-30,AAPL,2022-09-16,-14,-0.0029427871630119257
AAPL_2022-09-30,AAPL,2022-09-19,-11,0.016837234355896142
AAPL_2022-09-30,AAPL,2022-09-20,-10,0.02420763633973222
AAPL_2022-09-30,AAPL,2022-09-21,-9,-0.003481431649753331
AAPL_2022-09-30,AAPL,2022-09-22,-8,0.0062279468157150865
AAPL_2022-09-30,AAPL,2022-09-23,-7,0.0017018609584511096
AAPL_2022-09-30,AAPL,2022-09-26,-4,0.007315374119628473
AAPL_2022-09-30,AAPL,2022-09-27,-3,0.0033331569951334118
AAPL_2022-09-30,AAPL,2022-09-28,-2,-0.03360755873993451
AAPL_2022-09-30,AAPL,2022-09-29,-1,-0.022031083684492546
AAPL_2022-09-30,AAPL,2022-09-30,0,-0.016054734509459885
AAPL_2022-09-30,AAPL,2022-10-03,3,0.007671796957922524
AAPL_2022-09-30,AAPL,2022-10-04,4,-0.007961369312887299
AAPL_2022-09-30,AAPL,2022-10-05,5,0.0036752218739826877
AAPL_2022-09-30,AAPL,2022-10-06,6,-0.0008095713738827766
AAPL_2022-09-30,AAPL,2022-10-07,7,-0.00021904808381018048
AAPL_2022-09-30,AAPL,2022-10-10,10,0.01170464697059996
AAPL_2022-09-30,AAPL,2022-10-11,11,-0.0002780333339164609
AAPL_2022-09-30,AAPL,2022-10-12,12,-0.0045665900075927066
AAPL_2022-09-30,AAPL,2022-10-13,13,0.010925604966952475
AAPL_2022-09-30,AAPL,2022-10-14,14,-0.0028407610808409596
AAPL_2022-09-30,AAPL,2022-10-17,17,-0.005406143254201218
AAPL_2022-09-30,AAPL,2022-10-18,18,-0.0002916088503357381
AAPL_2022-09-30,AAPL,2022-10-19,19,0.008322248712996907
AAPL_2022-09-30,AAPL,2022-10-20,20,0.0019518434529602535
