ticker,event_day,abnormal_return,caar
NVDA,3,0.004328674527402262,-0.005423081204984056
NVDA,4,-0.0010560948112204077,-0.0064791760162044645
NVDA,5,0.006229662195729893,-0.0002495138204745718
NVDA,6,0.0016533582070260148,0.001403844386551443
NVDA,7,0.003359945072862941,0.004763789459414384
NVDA,8,-0.0027873414122369204,0.0019764480471774638
NVDA,9,-0.0009982080187807049,0.000978240028396759
NVDA,10,-0.00785440735029901,-0.00687616732190225
NVDA,11,0.008346216915807142,0.0014700495939048916
NVDA,12,-0.003851173594026306,-0.0023811240001214143
NVDA,13,0.00601945580606501,0.0036383318059435956
NVDA,14,0.0026086468728527554,0.006246978678796351
NVDA,15,-0.0010394227722491356,0.005207555906547215
NVDA,16,-0.0035556308642037643,0.001651925042343451
NVDA,17,0.0012053003168062215,0.0028572253591496724
NVDA,18,-0.0018616228273173924,0.0009956025318322802
NVDA,19,0.002672819519571555,0.0036684220514038354
NVDA,20,0.0023084855928141115,0.005976907644217946
