ticker,event_day,abnormal_return,caar
AAPL,-10,-0.001020539832456054,-0.001020539832456054
AAPL,-9,0.0006333181360374363,-0.00038722169641861764
AAPL,-8,0.0018664558118520974,0.00147923411543348
AAPL,-7,0.0004899008550403827,0.0019691349704738623
AAPL,-6,-0.0010005017268729802,0.0009686332436008821
AAPL,-5,-0.002228930652653202,-0.0012602974090523199
AAPL,-4,-0.0010667676391309384,-0.0023270650481832583
AAPL,-3,0.0019329555541675403,-0.000394109494015718
AAPL,-2,0.002471145049426466,0.0020770355554107483
AAPL,-1,-0.0008134061716388917,0.0012636293837718561
AAPL,0,0.0005346070027188039,0.0017982363864906602
AAPL,1,0.01221126239735777,0.014009498783848431
AAPL,2,0.0004247665113411454,0.014434265295189576
AAPL,3,-0.0022304554105460794,0.012203809884643497
AAPL,4,-0.006652510014843206,0.005551299869800291
AAPL,5,0.0028345308891110483,0.008385830758911339
AAPL,6,-0.0006412581387015993,0.007744572620209739
AAPL,7,0.0017710601815898988,0.009515632801799638
AAPL,8,0.0002408147008386788,0.009756447502638318
AAPL,9,-0.0008154753647961143,0.008940972137842203
AAPL,10,-0.0050352288087773065,0.0039057433290648966
AAPL,11,-0.0011155691173722706,0.002790174211692626
AAPL,12,0.005475689002909838,0.008265863214602464
AAPL,13,0.0004929736256618339,0.008758836840264298
AAPL,14,-8.3948646889452e-05,0.008674888193374846
AAPL,15,-7.174790594125371e-05,0.008603140287433593
AAPL,16,-0.001388553813394964,0.007214586474038628
AAPL,17,-0.0030435683926385996,0.004171018081400029
AAPL,18,-0.004274610059812383,-0.00010359197841235471
AAPL,19,-1.52783369278263e-05,-0.000118870315340181
AAPL,20,0.0003930992427217922,0.00027422892738161123
GOOGL,-10,0.0018968161266336603,0.0018968161266336603
GOOGL,-9,-0.0018339651194647206,6.285100716893976e-05
GOOGL,-8,-0.0006819012018580238,-0.0006190501946890841
GOOGL,-7,0.0002583659721687572,-0.0003606842225203269
GOOGL,-6,-0.0006888452065633787,-0.0010495294290837056
GOOGL,-5,0.003110825562419748,0.0020612961333360425
GOOGL,-4,0.0004948833033204883,0.002556179436656531
GOOGL,-3,0.0026214025709360026,0.005177582007592533
GOOGL,-2,0.0004268362507009915,0.0056044182582935245
GOOGL,-1,0.0012035446301771233,0.0068079628884706485
GOOGL,0,0.0006801819055085848,0.0074881447939792335
GOOGL,1,0.012883684595758501,0.020371829389737736
GOOGL,2,-0.004683286941341905,0.01568854244839583
GOOGL,3,-0.0038621580062146725,0.011826384442181157
GOOGL,4,-0.0038999964728827934,0.007926387969298364
GOOGL,5,-0.00038704140764510763,0.007539346561653256
GOOGL,6,-0.0007910883863672769,0.006748258175285979
GOOGL,7,-0.0026980944917958565,0.004050163683490123
GOOGL,8,0.0001504853921481348,0.004200649075638258
GOOGL,9,-0.0021458343667411363,0.0020548147088971214
GOOGL,10,-0.00014552443742275718,0.0019092902714743642
GOOGL,11,-0.0007667022490476414,0.0011425880224267227
GOOGL,12,0.002464448929171657,0.0036070369515983796
GOOGL,13,-0.0016020325852252044,0.002005004366373175
GOOGL,14,-6.033780149811033e-05,0.001944666564875065
GOOGL,15,-0.0006387326927487808,0.001305933872126284
GOOGL,16,0.002390108991317224,0.0036960428634435077
GOOGL,17,0.0010301686205957488,0.004726211484039257
GOOGL,18,0.000620545465986804,0.005346756950026061
GOOGL,19,0.00044654150874475954,0.00579329845877082
GOOGL,20,0.0010544218858373668,0.006847720344608187
NVDA,-10,0.0007893993396294982,0.0007893993396294982
NVDA,-9,-2.8212467520711295e-06,0.0007865780928774271
NVDA,-8,0.0023427483653437994,0.0031293264582212266
NVDA,-7,0.004573228730932375,0.0077025551891536015
NVDA,-6,0.0045461556529385215,0.012248710842092123
NVDA,-5,-0.0018251234063544688,0.010423587435737654
NVDA,-4,-0.00488561785193657,0.005537969583801084
NVDA,-3,0.003541584695579396,0.00907955427938048
NVDA,-2,-0.0005267151031592286,0.008552839176221252
NVDA,-1,0.0018776079664836285,0.01043044714270488
NVDA,0,0.003282902547543245,0.013713349690248126
NVDA,1,0.013863063982566846,0.02757641367281497
NVDA,2,0.0012495482004302207,0.028825961873245192
NVDA,3,-0.008531292813336483,0.02029466905990871
NVDA,4,-0.004797639845787815,0.015497029214120894
NVDA,5,-0.002760005408412729,0.012737023805708165
NVDA,6,0.0023934213880872682,0.015130445193795434
NVDA,7,0.00046431000190242066,0.015594755195697854
NVDA,8,0.0014290233247271937,0.017023778520425047
NVDA,9,-0.003907111526152561,0.013116666994272486
NVDA,10,-0.005276977007225232,0.007839689987047255
NVDA,11,-0.0019030395645021883,0.0059366504225450666
NVDA,12,0.002227190878281814,0.00816384130082688
NVDA,13,-0.00035774521070284175,0.007806096090124039
NVDA,14,0.001274506353420527,0.009080602443544566
NVDA,15,0.0007446233851784194,0.009825225828722986
NVDA,16,-0.001976145026452804,0.007849080802270182
NVDA,17,0.008978279079546661,0.016827359881816842
NVDA,18,-0.003596836204888474,0.013230523676928369
NVDA,19,-0.0015147209566738408,0.011715802720254527
NVDA,20,-0.001279107727456778,0.010436694992797748
