fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,reportTime,symbol,totalRevenue,grossProfit,operatingIncome,netIncome,grossMargin,operatingMargin,netMargin,event_id_x,ticker,revenue_growth,margin_trend,profitability,revenue_growth_regime,eps_surprise_regime,profitability_regime,margin_trend_regime,financial_strength_regime,event_id_reported,event_id_y,CAR_m1_p1,CAR_m2_p2,CAR_m5_p5,eps_bin2
2021-12-31,2022-01-27,2.1,1.89,0.21,11.1111,post-market,AAPL,123945000000,54243000000,41488000000,34630000000,0.4376376618661503,0.3347291137197951,0.2793981201339304,AAPL_2021-12-31,AAPL,0.4868642034548944,0.0328650107289399,0.3347291137197951,high_growth,large_positive,high,expansion,strong_fundamentals,AAPL_2022-01-27,AAPL_2022-01-27,0.0449943227335127,0.054709700556294996,0.0239094440172554,1
2022-03-31,2022-04-28,1.52,1.43,0.09,6.2937,post-market,AAPL,97278000000,42559000000,29979000000,25010000000,0.437498715022924,0.3081786220933818,0.2570982133678735,AAPL_2022-03-31,AAPL,-0.2151518818830933,-0.0222999067660569,0.3081786220933818,negative_growth,moderate_positive,high,contraction,mixed,AAPL_2022-04-28,AAPL_2022-04-28,0.0100087072618814,0.004549288768862801,-0.01101769585235,1
2022-06-30,2022-07-28,1.2,1.15,0.05,4.3478,post-market,AAPL,82959000000,35885000000,23076000000,19442000000,0.4325630733253776,0.2781615014645789,0.2343567304331055,AAPL_2022-06-30,AAPL,-0.1471966940109788,-0.0227414829347679,0.2781615014645789,negative_growth,moderate_positive,high,contraction,mixed,AAPL_2022-07-28,AAPL_2022-07-28,0.005769699288202701,0.014507013992070598,-0.0006069412498359997,1
2022-09-30,2022-10-27,1.29,1.27,0.02,1.5748,post-market,AAPL,90146000000,38095000000,24894000000,20721000000,0.4225922392563175,0.276152020056353,0.2298604486055953,AAPL_2022-09-30,AAPL,0.086633156137369,-0.0044962818275102,0.276152020056353,moderate_growth,small,high,stable,mixed,AAPL_2022-10-27,AAPL_2022-10-27,0.0305408704778862,0.026596366277182,0.016183751362580996,1
2022-12-31,2023-02-02,1.88,1.95,-0.07,-3.5897,post-market,AAPL,117154000000,50332000000,36016000000,29998000000,0.4296225480990832,0.3074244157263089,0.2560561312460522,AAPL_2022-12-31,AAPL,0.2996028664610741,0.0261956826404569,0.3074244157263089,high_growth,moderate_negative,high,expansion,mixed,AAPL_2023-02-02,AAPL_2023-02-02,0.029815435640715704,0.020596669084144103,0.015056384565418204,0
2023-03-31,2023-05-04,1.52,1.43,0.09,6.2937,post-market,AAPL,94836000000,41976000000,28318000000,24160000000,0.4426167278248766,0.2985996878822388,0.2547555780505293,AAPL_2023-03-31,AAPL,-0.1905013913310684,-0.0013005531955229,0.2985996878822388,negative_growth,moderate_positive,high,stable,mixed,AAPL_2023-05-04,AAPL_2023-05-04,0.0158665653281726,0.0208931815609572,0.015201495449495298,1
2023-06-30,2023-08-03,1.26,1.19,0.07,5.8824,post-market,AAPL,81797000000,36413000000,22998000000,19881000000,0.4451630255388339,0.2811594557257601,0.2430529237013582,AAPL_2023-06-30,AAPL,-0.1374899827069888,-0.011702654349171,0.2811594557257601,negative_growth,moderate_positive,high,contraction,mixed,AAPL_2023-08-03,AAPL_2023-08-03,-0.0470775310713092,-0.0480766851991873,-0.0597244474094006,1
2023-09-30,2023-11-02,1.46,1.39,0.07,5.036,post-market,AAPL,89498000000,40427000000,26969000000,22956000000,0.4517084180652082,0.3013363427115689,0.2564973518961317,AAPL_2023-09-30,AAPL,0.0941477071286231,0.0134444281947735,0.3013363427115689,moderate_growth,moderate_positive,high,expansion,strong_fundamentals,AAPL_2023-11-02,AAPL_2023-11-02,-0.005265545456397697,-0.006017160084862999,0.0168516448895321,1
2023-12-31,2024-02-01,2.18,2.11,0.07,3.3175,post-market,AAPL,119575000000,54855000000,40373000000,33916000000,0.4587497386577462,0.337637466025507,0.2836378841731131,AAPL_2023-12-31,AAPL,0.3360633757178932,0.0271405322769813,0.337637466025507,high_growth,moderate_positive,high,expansion,strong_fundamentals,AAPL_2024-02-01,AAPL_2024-02-01,-0.0176962224179981,-0.029968786722605098,-0.022908257357830503,1
2024-03-31,2024-05-02,1.53,1.5,0.03,2.0,post-market,AAPL,90753000000,42271000000,27900000000,23636000000,0.4657807455400923,0.3074278536246735,0.2604431809416768,AAPL_2024-03-31,AAPL,-0.2410370060631402,-0.0231947032314362,0.3074278536246735,negative_growth,small,high,contraction,mixed,AAPL_2024-05-02,AAPL_2024-05-02,0.0573438714832742,0.056217285984520304,0.0702790510432769,1
2024-06-30,2024-08-01,1.4,1.34,0.06,4.4776,post-market,AAPL,85777000000,39678000000,25352000000,21448000000,0.462571551814589,0.2955570840668244,0.2500437180129871,AAPL_2024-06-30,AAPL,-0.0548301433561424,-0.0103994629286897,0.2955570840668244,negative_growth,moderate_positive,high,contraction,mixed,AAPL_2024-08-01,AAPL_2024-08-01,0.020420517902073502,0.0328516469408483,-0.0065441886176461975,1
2024-09-30,2024-10-31,0.97,0.95,0.02,2.1053,post-market,AAPL,94930000000,43879000000,29591000000,14736000000,0.4622247972190035,0.311713894448541,0.1552301695986516,AAPL_2024-09-30,AAPL,0.1067069260990709,-0.0948135484143354,0.311713894448541,high_growth,small,high,contraction,mixed,AAPL_2024-10-31,AAPL_2024-10-31,-0.0313486025842735,-0.037565865257986594,-0.0409856604121595,1
2024-12-31,2025-01-30,2.4,2.34,0.06,2.5641,post-market,AAPL,124300000000,58275000000,42832000000,36330000000,0.4688254223652454,0.3445856798069187,0.2922767497988737,AAPL_2024-12-31,AAPL,0.3093858632676709,0.1370465802002221,0.3445856798069187,high_growth,small,high,expansion,mixed,AAPL_2025-01-30,AAPL_2025-01-30,-0.0071785616013052,0.0157851632581013,0.0524968816738238,1
2025-03-31,2025-05-01,1.65,1.62,0.03,1.8519,post-market,AAPL,95359000000,44867000000,29589000000,24780000000,0.4705061923887624,0.3102905861009448,0.2598601075934101,AAPL_2025-03-31,AAPL,-0.2328318584070796,-0.0324166422054635,0.3102905861009448,negative_growth,small,high,contraction,mixed,AAPL_2025-05-01,AAPL_2025-05-01,-0.0454387266561802,-0.0438602589613923,-0.0642174757942364,1
2025-06-30,2025-07-31,1.57,1.43,0.14,9.7902,post-market,AAPL,94036000000,43718000000,28202000000,23434000000,0.4649070568718363,0.2999064188183249,0.2492024331107235,AAPL_2025-06-30,AAPL,-0.0138738871003261,-0.0106576744826866,0.2999064188183249,negative_growth,moderate_positive,high,contraction,mixed,AAPL_2025-07-31,AAPL_2025-07-31,-0.0150300729944676,-0.0224351347813068,-0.0326814066532312,1
2025-09-30,2025-10-30,1.85,1.76,0.09,5.1136,post-market,AAPL,102466000000,48341000000,32427000000,27466000000,0.4717760037475845,0.3164659496808698,0.2680498897195167,AAPL_2025-09-30,AAPL,0.0896465183546726,0.0188474566087932,0.3164659496808698,moderate_growth,moderate_positive,high,expansion,strong_fundamentals,AAPL_2025-10-30,AAPL_2025-10-30,0.010683790395359999,0.0027996564850175983,0.0221691872684755,1
2005-09-30,2005-10-20,0.038,0.034,0.004,11.7647,pre-market,GOOGL,1578456000,923302000,529171000,381182000,0.5849399666509552,0.3352459618766693,0.2414904184848991,GOOGL_2005-09-30,GOOGL,,,0.3352459618766693,missing,large_positive,high,missing,mixed,GOOGL_2005-10-20,GOOGL_2005-10-20,0.10454801802618541,0.09952633141295371,0.13173169045139402,1
2005-12-31,2006-01-31,0.0385,0.044,-0.0055,-12.5,pre-market,GOOGL,1919092000,1143711000,569639000,372208000,0.5959646541176765,0.2968273537693868,0.1939500555471024,GOOGL_2005-12-31,GOOGL,0.2158032913175913,-0.0475403629377967,0.2968273537693868,high_growth,large_negative,high,contraction,mixed,GOOGL_2006-01-31,GOOGL_2006-01-31,-0.0749437271061772,-0.0886151624102256,-0.14506731636961048,0
2006-03-31,2006-04-20,0.0575,0.0495,0.008,16.1616,pre-market,GOOGL,2253800000,1349681000,742699000,592291000,0.5988468364539888,0.3295319016771674,0.2627966101694915,GOOGL_2006-03-31,GOOGL,0.1744095645232224,0.0688465546223891,0.3295319016771674,high_growth,large_positive,high,expansion,strong_fundamentals,GOOGL_2006-04-20,GOOGL_2006-04-20,0.095408465987417,0.0523962562826267,0.0699050127614099,1
2006-06-30,2006-07-20,0.0625,0.0555,0.007,12.6126,pre-market,GOOGL,2456000000,1466968000,815372000,721077000,0.597299674267101,0.3319918566775244,0.2935981270358306,GOOGL_2006-06-30,GOOGL,0.0897151477504658,0.030801516866339,0.3319918566775244,moderate_growth,large_positive,high,expansion,strong_fundamentals,GOOGL_2006-07-20,GOOGL_2006-07-20,-0.022389120143207496,-0.0379925697509695,-0.0619774349491587,1
2006-09-30,2006-10-19,0.0655,0.0605,0.005,8.2645,pre-market,GOOGL,2689700000,1640972000,931331000,733361000,0.6100948061122058,0.3462583187716102,0.2726553147191136,GOOGL_2006-09-30,GOOGL,0.0951547231270357,-0.020942812316717,0.3462583187716102,moderate_growth,moderate_positive,high,contraction,mixed,GOOGL_2006-10-19,GOOGL_2006-10-19,0.09298436758699459,0.0981562496400223,0.1127785832996593,1
2006-12-31,2007-01-31,0.0795,0.073,0.0065,8.9041,pre-market,GOOGL,3205498000,1922350000,1060594000,1030717000,0.5997040085503095,0.3308671538712549,0.3215466052388739,GOOGL_2006-12-31,GOOGL,0.1917678551511321,0.0488912905197603,0.3308671538712549,high_growth,moderate_positive,high,expansion,strong_fundamentals,GOOGL_2007-01-31,GOOGL_2007-01-31,-0.034621200164735993,-0.048656453238052,-0.061825612998484096,1
2007-03-31,2007-04-19,0.092,0.0825,0.0095,11.5152,pre-market,GOOGL,3664000000,2193574000,1221209000,1002162000,0.5986828602620088,0.3332993995633188,0.2735158296943231,GOOGL_2007-03-31,GOOGL,0.1430361210644961,-0.0480307755445508,0.3332993995633188,high_growth,large_positive,high,contraction,mixed,GOOGL_2007-04-19,GOOGL_2007-04-19,0.0172576324058839,0.0152015160574785,0.011249440595845199,1
2007-06-30,2007-07-19,0.089,0.09,-0.001,-1.1111,pre-market,GOOGL,3872000000,2311745000,1104615000,925120000,0.5970415805785124,0.2852827995867769,0.2389256198347107,GOOGL_2007-06-30,GOOGL,0.056768558951965,-0.0345902098596123,0.2852827995867769,moderate_growth,small,high,contraction,mixed,GOOGL_2007-07-19,GOOGL_2007-07-19,-0.054202936564562,-0.0554594518630758,-0.042900571079792504,0
2007-09-30,2007-10-18,0.098,0.0945,0.0035,3.7037,pre-market,GOOGL,4231400000,2568821000,1317842000,1069989000,0.6070853618187834,0.3114434938790943,0.2528687904712388,GOOGL_2007-09-30,GOOGL,0.0928202479338842,0.013943170636528,0.3114434938790943,moderate_growth,moderate_positive,high,expansion,strong_fundamentals,GOOGL_2007-10-18,GOOGL_2007-10-18,0.0525291908426739,0.0489719204567404,0.0559609718969096,1
2007-12-31,2008-01-31,0.111,0.111,0.0,0.0,pre-market,GOOGL,4826686000,2870862000,1440734000,1206449000,0.5947894683847261,0.298493417636863,0.2499539021183478,GOOGL_2007-12-31,GOOGL,0.1406829890816279,-0.0029148883528909,0.298493417636863,high_growth,small,high,stable,mixed,GOOGL_2008-01-31,GOOGL_2008-01-31,-0.0908937800981797,-0.1069812791347045,-0.117882810429618,0
2008-03-31,2008-04-17,0.121,0.113,0.008,7.0796,pre-market,GOOGL,5186000000,3075464000,1546235000,1307086000,0.5930320092556884,0.2981556112610875,0.2520412649440802,GOOGL_2008-03-31,GOOGL,0.074443210103164,0.0020873628257323,0.2981556112610875,moderate_growth,moderate_positive,high,stable,mixed,GOOGL_2008-04-17,GOOGL_2008-04-17,0.1616543539498121,0.1483259088281144,0.18654253403681598,1
2008-06-30,2008-07-17,0.116,0.1185,-0.0025,-2.1097,pre-market,GOOGL,5367200000,3219625000,1577965000,1247391000,0.5998705097630049,0.2940015277984796,0.2324100089432106,GOOGL_2008-06-30,GOOGL,0.034940223679136,-0.0196312560008695,0.2940015277984796,moderate_growth,small,high,contraction,mixed,GOOGL_2008-07-17,GOOGL_2008-07-17,-0.0969420032468713,-0.1084644569780658,-0.1346835619657112,0
2008-09-30,2008-10-16,0.123,0.1185,0.0045,3.7975,pre-market,GOOGL,5541400000,3368010000,1647565000,1289938000,0.6077904500667701,0.2973192694986826,0.2327819684556249,GOOGL_2008-09-30,GOOGL,0.0324564018482635,0.0003719595124143,0.2973192694986826,moderate_growth,moderate_positive,high,stable,mixed,GOOGL_2008-10-16,GOOGL_2008-10-16,0.0663000120810528,0.053611794062513395,0.0711339137602057,1
2008-12-31,2009-01-22,0.1275,0.124,0.0035,2.8226,pre-market,GOOGL,5700950000,3510945000,1860205000,382442000,0.6158526210543857,0.3262973714907164,0.0670839070681202,GOOGL_2008-12-31,GOOGL,0.0287923629407731,-0.1656980613875047,0.3262973714907164,moderate_growth,small,high,contraction,mixed,GOOGL_2009-01-22,GOOGL_2009-01-22,0.12003563145405491,0.1196922868523427,0.1246033312046905,1
2009-03-31,2009-04-16,0.129,0.123,0.006,4.878,pre-market,GOOGL,5509000000,3407000000,1884000000,1423000000,0.6184425485569068,0.3419858413505173,0.2583045924850245,GOOGL_2009-03-31,GOOGL,-0.0336698269586648,0.1912206854169043,0.3419858413505173,negative_growth,moderate_positive,high,expansion,strong_fundamentals,GOOGL_2009-04-16,GOOGL_2009-04-16,0.0343028170538663,0.024748078288195897,0.0256045475481684,1
2009-06-30,2009-07-16,0.134,0.127,0.007,5.5118,pre-market,GOOGL,5523000000,3415000000,1874000000,1485000000,0.6183233749773673,0.3393083469129097,0.2688756110809343,GOOGL_2009-06-30,GOOGL,0.0025412960609911,0.0105710185959097,0.3393083469129097,moderate_growth,moderate_positive,high,expansion,strong_fundamentals,GOOGL_2009-07-16,GOOGL_2009-07-16,-0.033052812695391995,-0.0371611094716086,-0.0561729244042949,1
2009-09-30,2009-10-15,0.1475,0.1355,0.012,8.8561,pre-market,GOOGL,5945000000,3719000000,2074000000,1639000000,0.6255677039529016,0.3488645920941968,0.2756938603868797,GOOGL_2009-09-30,GOOGL,0.0764077494115516,0.0068182493059454,0.3488645920941968,moderate_growth,moderate_positive,high,expansion,strong_fundamentals,GOOGL_2009-10-15,GOOGL_2009-10-15,0.038653527640355796,0.0420149071558151,0.0566776040569474,1
2009-12-31,2010-01-21,0.17,0.162,0.008,4.9383,pre-market,GOOGL,6673863000,4265463000,2480983000,1974100000,0.6391295416163023,0.3717461685983065,0.2957957033280425,GOOGL_2009-12-31,GOOGL,0.1226010092514717,0.0201018429411627,0.3717461685983065,high_growth,moderate_positive,high,expansion,strong_fundamentals,GOOGL_2010-01-21,GOOGL_2010-01-21,-0.0329581356785659,-0.0321917075103352,-0.0492067256165178,1
2010-03-31,2010-04-15,0.169,0.165,0.004,2.4242,pre-market,GOOGL,6775000000,4323000000,2488000000,1955000000,0.6380811808118081,0.3672324723247232,0.288560885608856,GOOGL_2010-03-31,GOOGL,0.0151541918076532,-0.0072348177191864,0.3672324723247232,moderate_growth,small,high,contraction,mixed,GOOGL_2010-04-15,GOOGL_2010-04-15,-0.0655249101501419,-0.043353329457808,-0.028842734760813997,1
2010-06-30,2010-07-15,0.1615,0.163,-0.0015,-0.9202,pre-market,GOOGL,6820000000,4353000000,2365000000,1840000000,0.6382697947214077,0.3467741935483871,0.2697947214076246,GOOGL_2010-06-30,GOOGL,0.0066420664206641,-0.0187661642012313,0.3467741935483871,moderate_growth,small,high,contraction,mixed,GOOGL_2010-07-15,GOOGL_2010-07-15,-0.0318919378949878,-0.019390870924764998,0.032981869863065505,0
2010-09-30,2010-10-14,0.191,0.1675,0.0235,14.0299,pre-market,GOOGL,7286000000,4734000000,2547000000,2167000000,0.6497392259127093,0.3495745264891572,0.2974197090310184,GOOGL_2010-09-30,GOOGL,0.0683284457478006,0.0276249876233937,0.3495745264891572,moderate_growth,large_positive,high,expansion,strong_fundamentals,GOOGL_2010-10-14,GOOGL_2010-10-14,0.0942468244900698,0.0933336999212826,0.12200531299364929,1
2010-12-31,2011-01-20,0.219,0.2025,0.0165,8.1481,pre-market,GOOGL,8440000000,5494000000,2982000000,2543000000,0.6509478672985782,0.3533175355450237,0.301303317535545,GOOGL_2010-12-31,GOOGL,0.1583859456491902,0.0038836085045266,0.3533175355450237,high_growth,moderate_positive,high,stable,mixed,GOOGL_2011-01-20,GOOGL_2011-01-20,-0.0140162685414469,0.006386847726546699,0.006541969701060999,1
2011-03-31,2011-04-14,0.202,0.2025,-0.0005,-0.2469,pre-market,GOOGL,8575000000,5639000000,2296000000,1798000000,0.6576093294460641,0.2677551020408163,0.2096793002915452,GOOGL_2011-03-31,GOOGL,0.0159952606635072,-0.0916240172439998,0.2677551020408163,moderate_growth,small,high,contraction,mixed,GOOGL_2011-04-14,GOOGL_2011-04-14,-0.07231089744193349,-0.07286165879012799,-0.07803935298442789,0
2011-06-30,2011-07-14,0.2185,0.1965,0.022,11.1959,pre-market,GOOGL,9026000000,5854000000,2881000000,2505000000,0.6485707954797253,0.3191890095280301,0.2775315754487037,GOOGL_2011-06-30,GOOGL,0.0525947521865888,0.0678522751571585,0.3191890095280301,moderate_growth,large_positive,high,expansion,strong_fundamentals,GOOGL_2011-07-14,GOOGL_2011-07-14,0.1233448755714017,0.1437301102208072,0.1531332747845753,1
2011-09-30,2011-10-13,0.243,0.2185,0.0245,11.2128,pre-market,GOOGL,9720000000,6342000000,3058000000,2729000000,0.6524691358024691,0.3146090534979424,0.280761316872428,GOOGL_2011-09-30,GOOGL,0.0768889873698204,0.0032297414237242,0.3146090534979424,moderate_growth,large_positive,high,stable,mixed,GOOGL_2011-10-13,GOOGL_2011-10-13,0.0569291491090829,0.0616218171633897,0.0731819734761177,1
2011-12-31,2012-01-19,0.2375,0.2625,-0.025,-9.5238,pre-market,GOOGL,10583000000,6880000000,3507000000,2704000000,0.6500992157233298,0.3313805159217613,0.2555041103656808,GOOGL_2011-12-31,GOOGL,0.0887860082304525,-0.0252572065067471,0.3313805159217613,moderate_growth,moderate_negative,high,contraction,mixed,GOOGL_2012-01-19,GOOGL_2012-01-19,-0.0864752172321513,-0.08693477741447621,-0.09764551678393871,0
2012-03-31,2012-04-12,0.252,0.2415,0.0105,4.3478,pre-market,GOOGL,10645000000,6856000000,3389000000,2890000000,0.6440582433067168,0.3183654297792391,0.271488961953969,GOOGL_2012-03-31,GOOGL,0.005858452234716,0.0159848515882881,0.3183654297792391,moderate_growth,moderate_positive,high,expansion,strong_fundamentals,GOOGL_2012-04-12,GOOGL_2012-04-12,-0.005648091589096696,0.0017636965414250041,-0.023390203346428995,1
2012-06-30,2012-07-19,0.253,0.251,0.002,0.7968,pre-market,GOOGL,11807000000,7130000000,3237000000,2785000000,0.6038790547980012,0.2741593969679003,0.2358770221055306,GOOGL_2012-06-30,GOOGL,0.1091592296852983,-0.0356119398484383,0.2741593969679003,high_growth,small,high,contraction,mixed,GOOGL_2012-07-19,GOOGL_2012-07-19,0.0550493975049339,0.055522523635818,0.0678137647032744,1
2012-09-30,2012-10-18,0.2255,0.2665,-0.041,-15.3846,pre-market,GOOGL,13304000000,7349000000,2740000000,2176000000,0.5523902585688515,0.2059530968129885,0.1635598316295851,GOOGL_2012-09-30,GOOGL,0.1267891928516982,-0.0723171904759455,0.2059530968129885,high_growth,large_negative,medium,contraction,mixed,GOOGL_2012-10-18,GOOGL_2012-10-18,-0.0651112807936903,-0.07051681755284,-0.0831048495187634,0
2012-12-31,2013-01-22,0.265,0.2605,0.0045,1.7274,pre-market,GOOGL,13215000000,7937000000,3432000000,2886000000,0.6006053726825576,0.2597048808172531,0.2183881952326901,GOOGL_2012-12-31,GOOGL,-0.006689717378232,0.054828363603105,0.2597048808172531,negative_growth,small,high,expansion,mixed,GOOGL_2013-01-22,GOOGL_2013-01-22,0.0450670063554274,0.0675106906142992,0.037584750337847,1
2013-03-31,2013-04-18,0.2895,0.2665,0.023,8.6304,pre-market,GOOGL,12951000000,7815000000,3748000000,3346000000,0.6034283066944638,0.289398502046174,0.2583584279206239,GOOGL_2013-03-31,GOOGL,-0.0199772985244041,0.0399702326879338,0.289398502046174,negative_growth,moderate_positive,high,expansion,strong_fundamentals,GOOGL_2013-04-18,GOOGL_2013-04-18,0.021572707885839003,0.021880365716890803,0.0218338142992056,1
2013-06-30,2013-07-18,0.239,0.2695,-0.0305,-11.3173,pre-market,GOOGL,13107000000,7912000000,3465000000,3228000000,0.6036469062333104,0.2643625543602655,0.2462806134126802,GOOGL_2013-06-30,GOOGL,0.0120454018994671,-0.0120778145079437,0.2643625543602655,moderate_growth,large_negative,high,contraction,mixed,GOOGL_2013-07-18,GOOGL_2013-07-18,-0.026882820883423798,-0.031571495836753,-0.0253818279972457,0
2013-09-30,2013-10-17,0.2685,0.2585,0.01,3.8685,pre-market,GOOGL,13754000000,8345000000,3761000000,2970000000,0.6067325868838156,0.2734477242983859,0.2159371819107168,GOOGL_2013-09-30,GOOGL,0.0493629358358129,-0.0303434315019633,0.2734477242983859,moderate_growth,moderate_positive,high,contraction,mixed,GOOGL_2013-10-17,GOOGL_2013-10-17,0.119244540887247,0.1313420169164569,0.1236533978404497,1
2013-12-31,2014-01-30,0.3005,0.305,-0.0045,-1.4754,pre-market,GOOGL,16858000000,9420000000,3922000000,3376000000,0.5587851465179736,0.2326491873294578,0.2002610036777791,GOOGL_2013-12-31,GOOGL,0.2256798022393484,-0.0156761782329377,0.2326491873294578,high_growth,small,medium,contraction,mixed,GOOGL_2014-01-30,GOOGL_2014-01-30,0.0467542687071639,0.0622340420553869,0.031778982347908005,0
2014-03-31,2014-04-16,0.3135,0.3205,-0.007,-2.1841,pre-market,GOOGL,15420000000,9459000000,4115000000,3452000000,0.6134241245136187,0.2668612191958495,0.2238651102464332,GOOGL_2014-03-31,GOOGL,-0.0853007474196226,0.0236041065686541,0.2668612191958495,negative_growth,small,high,expansion,mixed,GOOGL_2014-04-16,GOOGL_2014-04-16,-0.029658104942908395,-0.024710371030662995,-0.04300087551110039,0
2014-06-30,2014-07-17,0.304,0.312,-0.008,-2.5641,pre-market,GOOGL,15955000000,9841000000,4258000000,3351000000,0.6167972422438107,0.2668755875900971,0.2100282043246631,GOOGL_2014-06-30,GOOGL,0.0346952010376135,-0.0138369059217701,0.2668755875900971,moderate_growth,small,high,contraction,mixed,GOOGL_2014-07-17,GOOGL_2014-07-17,0.0189013185722668,0.0244519620844633,0.0232683121484498,0
2014-09-30,2014-10-16,0.3175,0.3265,-0.009,-2.7565,post-market,GOOGL,16523000000,9828000000,3724000000,2739000000,0.5948072383949646,0.2253827997337045,0.1657689281607456,GOOGL_2014-09-30,GOOGL,0.0356001253525539,-0.0442592761639175,0.2253827997337045,moderate_growth,small,medium,contraction,mixed,GOOGL_2014-10-16,GOOGL_2014-10-16,-0.055823121144444,-0.052704688581135604,-0.0729636743068701,0
2014-12-31,2015-01-29,0.344,0.3555,-0.0115,-3.2349,post-market,GOOGL,18103000000,11182000000,4399000000,4757000000,0.6176876760757886,0.2429983980555709,0.2627741258354968,GOOGL_2014-12-31,GOOGL,0.0956242813048477,0.0970051976747512,0.2429983980555709,moderate_growth,moderate_negative,medium,expansion,mixed,GOOGL_2015-01-29,GOOGL_2015-01-29,0.045724989466538295,0.035730042532143194,0.0015510817647353984,0
2015-03-31,2015-04-23,0.3285,0.33,-0.0015,-0.4545,post-market,GOOGL,17258000000,10902000000,4447000000,3515000000,0.6317070344188203,0.2576775987947619,0.2036736585931162,GOOGL_2015-03-31,GOOGL,-0.046677346296194,-0.0591004672423806,0.2576775987947619,negative_growth,small,high,contraction,mixed,GOOGL_2015-04-23,GOOGL_2015-04-23,0.043148587402939,0.0372032022149918,0.039577662092699396,0
2015-06-30,2015-07-16,0.3495,0.335,0.0145,4.3284,post-market,GOOGL,17727000000,11144000000,4825000000,3931000000,0.6286455689061883,0.2721836746206352,0.2217521295199413,GOOGL_2015-06-30,GOOGL,0.0271758025263646,0.0180784709268251,0.2721836746206352,moderate_growth,moderate_positive,high,expansion,strong_fundamentals,GOOGL_2015-07-16,GOOGL_2015-07-16,0.1718268080955048,0.1868438876858549,0.19450888729755,1
2015-09-30,2015-10-22,0.3675,0.3605,0.007,1.9417,post-market,GOOGL,18675000000,11638000000,4708000000,3979000000,0.623186077643909,0.2521017402945114,0.2130655957161981,GOOGL_2015-09-30,GOOGL,0.0534777458114741,-0.0086865338037432,0.2521017402945114,moderate_growth,small,high,contraction,mixed,GOOGL_2015-10-22,GOOGL_2015-10-22,0.014022072649415102,-0.010706033245323598,0.0036456809999886003,1
2015-12-31,2016-02-01,0.4335,0.4055,0.028,6.9051,post-market,GOOGL,21329000000,13141000000,5380000000,4923000000,0.6161095222467063,0.2522387359932486,0.2308125087908481,GOOGL_2015-12-31,GOOGL,0.1421151271753682,0.01774691307465,0.2522387359932486,high_growth,moderate_positive,high,expansion,strong_fundamentals,GOOGL_2016-02-01,GOOGL_2016-02-01,0.0441788479537564,0.004877168159853104,-0.005916212371928398,1
2016-03-31,2016-04-21,0.375,0.3985,-0.0235,-5.8971,post-market,GOOGL,20257000000,12609000000,5342000000,4207000000,0.6224514982475193,0.2637113096707311,0.2076812953546922,GOOGL_2016-03-31,GOOGL,-0.0502602091049744,-0.0231312134361559,0.2637113096707311,negative_growth,moderate_negative,high,contraction,mixed,GOOGL_2016-04-21,GOOGL_2016-04-21,-0.045955574375091096,-0.057870400572379,-0.0683194923228518,0
2016-06-30,2016-07-28,0.421,0.402,0.019,4.7264,post-market,GOOGL,21500000000,13370000000,5968000000,4877000000,0.621860465116279,0.2775813953488372,0.2268372093023256,GOOGL_2016-06-30,GOOGL,0.0613615046650539,0.0191559139476333,0.2775813953488372,moderate_growth,moderate_positive,high,expansion,strong_fundamentals,GOOGL_2016-07-28,GOOGL_2016-07-28,0.0387521356640897,0.037726627268967694,0.054162839498208395,1
2016-09-30,2016-10-27,0.453,0.4315,0.0215,4.9826,post-market,GOOGL,22451000000,13752000000,5767000000,5061000000,0.6125339628524342,0.2568705180170148,0.225424257271391,GOOGL_2016-09-30,GOOGL,0.0442325581395348,-0.0014129520309345,0.2568705180170148,moderate_growth,moderate_positive,high,stable,mixed,GOOGL_2016-10-27,GOOGL_2016-10-27,0.0027649378872420002,-0.0021028697112986,-0.0090521105336522,1
2016-12-31,2017-01-26,0.468,0.4825,-0.0145,-3.0052,post-market,GOOGL,26064000000,15403000000,6639000000,5333000000,0.5909683855125845,0.2547191528545119,0.2046117249846531,GOOGL_2016-12-31,GOOGL,0.1609282437307915,-0.0208125322867379,0.2547191528545119,high_growth,moderate_negative,high,contraction,mixed,GOOGL_2017-01-26,GOOGL_2017-01-26,-0.0151775505049935,-0.0175556617012046,-0.0175805757719093,0
2017-03-31,2017-04-27,0.3865,0.3695,0.017,4.6008,post-market,GOOGL,24750000000,14955000000,6568000000,5426000000,0.6042424242424242,0.2653737373737374,0.2192323232323232,GOOGL_2017-03-31,GOOGL,-0.050414364640884,0.01462059824767,0.2653737373737374,negative_growth,moderate_positive,high,expansion,strong_fundamentals,GOOGL_2017-04-27,GOOGL_2017-04-27,0.039312439054661,0.0436420991914297,0.0605176104974532,1
2017-06-30,2017-07-24,0.2505,0.2245,0.026,11.5813,post-market,GOOGL,26010000000,15637000000,4132000000,3524000000,0.6011918492887351,0.1588619761630142,0.1354863514033064,GOOGL_2017-06-30,GOOGL,0.050909090909091,-0.0837459718290168,0.1588619761630142,moderate_growth,large_positive,medium,contraction,mixed,GOOGL_2017-07-24,GOOGL_2017-07-24,-0.029461933666305798,-0.0352263282919824,-0.0364713307205275,1
