fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,reportTime,symbol,totalRevenue,grossProfit,operatingIncome,netIncome,grossMargin,operatingMargin,netMargin,event_id,ticker,revenue_growth,margin_trend,profitability,revenue_growth_regime,eps_surprise_regime,profitability_regime,margin_trend_regime,financial_strength_regime
2008-03-31,2008-04-23,0.0425,0.0375,0.005,13.3333,post-market,AAPL,7512000000,2474000000,1315000000,1045000000,0.3293397231096912,0.1750532481363152,0.1391107561235356,AAPL_2008-03-31,AAPL,-0.2181515403830142,-0.02543961856422461,0.1750532481363152,negative_growth,large_positive,medium,contraction,mixed
2008-06-30,2008-07-21,0.0425,0.0375,0.005,13.3333,post-market,AAPL,7464000000,2600000000,1392000000,1072000000,0.3483386923901393,0.1864951768488746,0.1436227224008574,AAPL_2008-06-30,AAPL,-0.006389776357827448,0.0045119662773218105,0.1864951768488746,negative_growth,large_positive,medium,stable,mixed
2008-09-30,2008-10-21,0.045,0.04,0.005,12.5,post-market,AAPL,7895000000,2739000000,1442000000,1136000000,0.3469284357188094,0.1826472450918302,0.143888537048765,AAPL_2008-09-30,AAPL,0.05774383708467301,0.0002658146479075918,0.1826472450918302,moderate_growth,large_positive,medium,stable,mixed
2008-12-31,2009-01-21,0.0625,0.05,0.0125,25.0,post-market,AAPL,11880000000,4507000000,3101000000,2255000000,0.3793771043771043,0.261026936026936,0.1898148148148148,AAPL_2008-12-31,AAPL,0.5047498416719443,0.045926277766049795,0.261026936026936,high_growth,large_positive,high,expansion,strong_fundamentals
2009-03-31,2009-04-22,0.0475,0.04,0.0075,18.75,post-market,AAPL,9084000000,3627000000,2323000000,1620000000,0.3992734478203434,0.2557243505063848,0.178335535006605,AAPL_2009-03-31,AAPL,-0.23535353535353531,-0.011479279808209786,0.2557243505063848,negative_growth,large_positive,high,contraction,mixed
2009-06-30,2009-07-21,0.0475,0.0425,0.005,11.7647,post-market,AAPL,9734000000,3983000000,2632000000,1828000000,0.409184302445038,0.2703924388740497,0.1877953564824327,AAPL_2009-06-30,AAPL,0.07155438132981073,0.00945982147582769,0.2703924388740497,moderate_growth,large_positive,high,expansion,strong_fundamentals
2009-09-30,2009-10-19,0.065,0.05,0.015,30.0,post-market,AAPL,9870000000,3614000000,2193000000,1665000000,0.366160081053698,0.2221884498480243,0.168693009118541,AAPL_2009-09-30,AAPL,0.013971645777686392,-0.019102347363891714,0.2221884498480243,moderate_growth,large_positive,medium,contraction,mixed
2009-12-31,2010-01-25,0.13,0.075,0.055,73.3333,post-market,AAPL,15683000000,6411000000,4725000000,3378000000,0.4087865841994516,0.3012816425428808,0.2153924631766881,AAPL_2009-12-31,AAPL,0.5889564336372848,0.0466994540581471,0.3012816425428808,high_growth,large_positive,high,expansion,strong_fundamentals
2010-03-31,2010-04-20,0.12,0.0875,0.0325,37.1429,post-market,AAPL,13499000000,5625000000,3979000000,3074000000,0.4166975331506037,0.2947625750055559,0.2277205718942143,AAPL_2010-03-31,AAPL,-0.13925907033093154,0.01232810871752621,0.2947625750055559,negative_growth,large_positive,high,expansion,strong_fundamentals
2010-06-30,2010-07-20,0.125,0.11,0.015,13.6364,post-market,AAPL,15700000000,6136000000,4234000000,3253000000,0.390828025477707,0.2696815286624204,0.2071974522292993,AAPL_2010-06-30,AAPL,0.16304911474924078,-0.02052311966491499,0.2696815286624204,high_growth,large_positive,high,contraction,mixed
2010-09-30,2010-10-18,0.165,0.145,0.02,13.7931,post-market,AAPL,20343000000,7512000000,5447000000,4308000000,0.3692670697537236,0.2677579511379835,0.2117681757852824,AAPL_2010-09-30,AAPL,0.29573248407643304,0.004570723555983092,0.2677579511379835,high_growth,large_positive,high,stable,mixed
2010-12-31,2011-01-18,0.23,0.1925,0.0375,19.4805,post-market,AAPL,26741000000,10298000000,7827000000,6004000000,0.3851015294865562,0.2926966082046296,0.2245241389626416,AAPL_2010-12-31,AAPL,0.3145062183552081,0.012755963177359192,0.2926966082046296,high_growth,large_positive,high,expansion,strong_fundamentals
2011-03-31,2011-04-20,0.2275,0.1925,0.035,18.1818,post-market,AAPL,24667000000,10218000000,7874000000,5987000000,0.4142376454372238,0.3192119025418575,0.2427129363116714,AAPL_2011-03-31,AAPL,-0.0775588048315321,0.01818879734902981,0.3192119025418575,negative_growth,large_positive,high,expansion,strong_fundamentals
2011-06-30,2011-07-19,0.2775,0.2075,0.07,33.7349,post-market,AAPL,28571000000,11922000000,9379000000,7308000000,0.4172762591438871,0.3282699240488607,0.2557838367575513,AAPL_2011-06-30,AAPL,0.15826813151173624,0.013070900445879885,0.3282699240488607,high_growth,large_positive,high,expansion,strong_fundamentals
2011-09-30,2011-10-18,0.2525,0.265,-0.0125,-4.717,post-market,AAPL,28270000000,11380000000,8710000000,6623000000,0.4025468694729395,0.3081004598514326,0.2342766183233109,AAPL_2011-09-30,AAPL,-0.010535158027370373,-0.021507218434240388,0.3081004598514326,negative_growth,moderate_negative,high,contraction,mixed
2011-12-31,2012-01-24,0.495,0.3625,0.1325,36.5517,post-market,AAPL,46333000000,20703000000,17340000000,13064000000,0.4468305527377895,0.374247296743142,0.2819588630134029,AAPL_2011-12-31,AAPL,0.6389458790236999,0.047682244690091996,0.374247296743142,high_growth,large_positive,high,expansion,strong_fundamentals
2012-03-31,2012-04-24,0.44,0.3575,0.0825,23.0769,post-market,AAPL,39186000000,18564000000,15384000000,11622000000,0.4737406216505895,0.3925891900168427,0.2965855152350329,AAPL_2012-03-31,AAPL,-0.15425290829430427,0.01462665222163001,0.3925891900168427,negative_growth,large_positive,high,expansion,strong_fundamentals
2012-06-30,2012-07-24,0.3325,0.37,-0.0375,-10.1351,post-market,AAPL,35023000000,14994000000,11573000000,8824000000,0.4281186648773663,0.3304399965736802,0.2519487194129572,AAPL_2012-06-30,AAPL,-0.1062369213494615,-0.04463679582207569,0.3304399965736802,negative_growth,large_negative,high,contraction,mixed
2012-09-30,2012-10-25,0.31,0.3125,-0.0025,-0.8,post-market,AAPL,37472000000,13871000000,10030000000,7512000000,0.3701697267292912,0.2676665243381725,0.2004696840307429,AAPL_2012-09-30,AAPL,0.06992547754332867,-0.05147903538221432,0.2676665243381725,moderate_growth,small,high,contraction,mixed
2012-12-31,2013-01-23,0.4925,0.48,0.0125,2.6042,post-market,AAPL,54512000000,21060000000,17210000000,13078000000,0.3863369533313766,0.3157103023187555,0.2399104784267684,AAPL_2012-12-31,AAPL,0.45473953885567897,0.03944079439602552,0.3157103023187555,high_growth,small,high,expansion,mixed
2013-03-31,2013-04-23,0.36,0.3575,0.0025,0.6993,post-market,AAPL,43603000000,16349000000,12558000000,9547000000,0.3749512648212278,0.2880077058917964,0.2189528243469486,AAPL_2013-03-31,AAPL,-0.20012107425887882,-0.02095765407981981,0.2880077058917964,negative_growth,small,high,contraction,mixed
2013-06-30,2013-07-23,0.2675,0.2625,0.005,1.9048,post-market,AAPL,35323000000,13024000000,9201000000,6900000000,0.3687116043371174,0.2604818390283951,0.1953401466466608,AAPL_2013-06-30,AAPL,-0.18989519069788774,-0.0236126777002878,0.2604818390283951,negative_growth,small,high,contraction,mixed
2013-09-30,2013-10-28,0.295,0.285,0.01,3.5088,post-market,AAPL,37472000000,13871000000,10030000000,7512000000,0.3701697267292912,0.2676665243381725,0.2004696840307429,AAPL_2013-09-30,AAPL,0.06083854712227166,0.005129537384082089,0.2676665243381725,moderate_growth,moderate_positive,high,expansion,strong_fundamentals
2013-12-31,2014-01-27,0.5175,0.5025,0.015,2.9851,post-market,AAPL,57594000000,21846000000,17463000000,13072000000,0.3793103448275862,0.3032086675695385,0.2269680869535021,AAPL_2013-12-31,AAPL,0.5369876174210078,0.026498402922759207,0.3032086675695385,high_growth,small,high,expansion,mixed
2014-03-31,2014-04-23,0.415,0.365,0.05,13.6986,post-market,AAPL,45646000000,17947000000,13593000000,10223000000,0.3931779345397187,0.2977917013538974,0.223962669237173,AAPL_2014-03-31,AAPL,-0.20745216515609266,-0.0030054177163290896,0.2977917013538974,negative_growth,large_positive,high,stable,mixed
2014-06-30,2014-07-22,0.32,0.3075,0.0125,4.065,post-market,AAPL,37432000000,14735000000,10282000000,7748000000,0.3936471468262449,0.2746847617012182,0.2069886727933319,AAPL_2014-06-30,AAPL,-0.17995005038776668,-0.016973996443841094,0.2746847617012182,negative_growth,moderate_positive,high,contraction,mixed
2014-09-30,2014-10-20,0.355,0.3275,0.0275,8.3969,post-market,AAPL,42123000000,16009000000,11165000000,8467000000,0.3800536523989269,0.2650570946988581,0.2010065759798684,AAPL_2014-09-30,AAPL,0.12532058132079493,-0.005982096813463511,0.2650570946988581,high_growth,moderate_positive,high,contraction,mixed
2014-12-31,2015-01-27,0.765,0.65,0.115,17.6923,post-market,AAPL,74599000000,29741000000,24246000000,18024000000,0.3986782664646979,0.3250177616321935,0.2416118178527862,AAPL_2014-12-31,AAPL,0.7709802245803956,0.04060524187291781,0.3250177616321935,high_growth,large_positive,high,expansion,strong_fundamentals
2015-03-31,2015-04-27,0.5825,0.54,0.0425,7.8704,post-market,AAPL,58010000000,23656000000,18278000000,13569000000,0.4077917600413722,0.3150836062747802,0.2339079469057059,AAPL_2015-03-31,AAPL,-0.2223756350621322,-0.007703870947080305,0.3150836062747802,negative_growth,moderate_positive,high,contraction,mixed
2015-06-30,2015-07-21,0.4625,0.4525,0.01,2.2099,post-market,AAPL,49605000000,19681000000,14083000000,10677000000,0.3967543594395726,0.2839028323757686,0.2152403991533111,AAPL_2015-06-30,AAPL,-0.14488881227374595,-0.018667547752394792,0.2839028323757686,negative_growth,small,high,contraction,mixed
2015-09-30,2015-10-27,0.49,0.47,0.02,4.2553,post-market,AAPL,51501000000,20548000000,14623000000,11124000000,0.3989825440282712,0.2839362342478786,0.2159958059066814,AAPL_2015-09-30,AAPL,0.038221953432113764,0.0007554067533702968,0.2839362342478786,moderate_growth,moderate_positive,high,stable,mixed
2015-12-31,2016-01-26,0.82,0.8075,0.0125,1.548,post-market,AAPL,75872000000,30423000000,24171000000,18361000000,0.4009779628848587,0.3185760227752003,0.241999683677773,AAPL_2015-12-31,AAPL,0.473214112347333,0.026003877771091588,0.3185760227752003,high_growth,small,high,expansion,mixed
2016-03-31,2016-04-26,0.475,0.5,-0.025,-5.0,post-market,AAPL,50557000000,19921000000,13987000000,10516000000,0.394030500227466,0.276658029550804,0.2080028482702692,AAPL_2016-03-31,AAPL,-0.33365404892450445,-0.033996835407503784,0.276658029550804,negative_growth,moderate_negative,high,contraction,mixed
2016-06-30,2016-07-26,0.355,0.345,0.01,2.8986,post-market,AAPL,42358000000,16106000000,10105000000,7796000000,0.3802351385806695,0.2385617828981538,0.1840502384437414,AAPL_2016-06-30,AAPL,-0.16217338845263762,-0.023952609826527804,0.2385617828981538,negative_growth,small,medium,contraction,mixed
2016-09-30,2016-10-25,0.4175,0.415,0.0025,0.6024,post-market,AAPL,46852000000,17813000000,11761000000,9014000000,0.380197216767694,0.2510245026893196,0.1923930675318022,AAPL_2016-09-30,AAPL,0.10609566079607169,0.008342829088060777,0.2510245026893196,high_growth,small,high,expansion,mixed
2016-12-31,2017-01-31,0.84,0.8025,0.0375,4.6729,post-market,AAPL,78351000000,30176000000,23359000000,17891000000,0.3851386708529565,0.2981327615473957,0.2283442457658485,AAPL_2016-12-31,AAPL,0.6723085460599334,0.03595117823404631,0.2981327615473957,high_growth,moderate_positive,high,expansion,strong_fundamentals
2017-03-31,2017-05-02,0.525,0.505,0.02,3.9604,post-market,AAPL,52896000000,20591000000,14097000000,11029000000,0.3892732909860859,0.2665040834845735,0.2085034785238959,AAPL_2017-03-31,AAPL,-0.32488417505839107,-0.019840767241952606,0.2665040834845735,negative_growth,moderate_positive,high,contraction,mixed
2017-06-30,2017-08-01,0.4175,0.3925,0.025,6.3694,post-market,AAPL,45408000000,17488000000,10768000000,8717000000,0.3851303735024665,0.2371388301620859,0.1919705778717406,AAPL_2017-06-30,AAPL,-0.14156079854809434,-0.01653290065215529,0.2371388301620859,negative_growth,moderate_positive,medium,contraction,mixed
2017-09-30,2017-11-02,0.5175,0.4675,0.05,10.6952,post-market,AAPL,52579000000,19931000000,13120000000,10714000000,0.3790676886209323,0.2495292797504707,0.2037695657962304,AAPL_2017-09-30,AAPL,0.1579237138830163,0.011798987924489801,0.2495292797504707,high_growth,large_positive,medium,expansion,mixed
2017-12-31,2018-02-01,0.9725,0.965,0.0075,0.7772,post-market,AAPL,88293000000,33912000000,26274000000,20065000000,0.384084808535218,0.2975773843906085,0.2272547087538083,AAPL_2017-12-31,AAPL,0.6792445653207555,0.023485142957577892,0.2975773843906085,high_growth,small,high,expansion,mixed
2018-03-31,2018-05-01,0.6825,0.6725,0.01,1.487,post-market,AAPL,61137000000,23422000000,15894000000,13822000000,0.3831067929404452,0.2599735021345503,0.2260824050902072,AAPL_2018-03-31,AAPL,-0.3075668512792633,-0.0011723036636011042,0.2599735021345503,negative_growth,small,high,stable,mixed
2018-06-30,2018-07-31,0.585,0.545,0.04,7.3394,post-market,AAPL,53265000000,20421000000,12612000000,11519000000,0.3833849619825401,0.2367783722894959,0.2162583309865765,AAPL_2018-06-30,AAPL,-0.12875999803719518,-0.009824074103630676,0.2367783722894959,negative_growth,moderate_positive,medium,contraction,mixed
2018-09-30,2018-11-01,0.73,0.7,0.03,4.2857,post-market,AAPL,62900000000,24084000000,16118000000,14125000000,0.3828934817170111,0.256248012718601,0.2245627980922098,AAPL_2018-09-30,AAPL,0.1808880127663568,0.00830446710563329,0.256248012718601,high_growth,moderate_positive,high,expansion,strong_fundamentals
2018-12-31,2019-01-29,1.05,1.04,0.01,0.9615,post-market,AAPL,84310000000,32031000000,23346000000,19965000000,0.3799193452733958,0.2769066540149448,0.2368046495077689,AAPL_2018-12-31,AAPL,0.3403815580286169,0.012241851415559085,0.2769066540149448,high_growth,small,high,expansion,mixed
2019-03-31,2019-04-30,0.62,0.59,0.03,5.0847,post-market,AAPL,58015000000,21821000000,13415000000,11561000000,0.3761268637421356,0.2312333017323106,0.1992760492975954,AAPL_2019-03-31,AAPL,-0.3118847111849128,-0.037528600210173485,0.2312333017323106,negative_growth,moderate_positive,medium,contraction,mixed
2019-06-30,2019-07-30,0.55,0.53,0.02,3.7736,post-market,AAPL,53809000000,20227000000,11544000000,10044000000,0.3759036592391607,0.2145366016837332,0.1866602241260755,AAPL_2019-06-30,AAPL,-0.07249849176936995,-0.012615825171519907,0.2145366016837332,negative_growth,moderate_positive,medium,contraction,mixed
2019-09-30,2019-10-30,0.76,0.71,0.05,7.0423,post-market,AAPL,64040000000,24313000000,15625000000,13686000000,0.3796533416614616,0.2439881324172392,0.2137101811367895,AAPL_2019-09-30,AAPL,0.19013547919493012,0.027049957010714,0.2439881324172392,high_growth,moderate_positive,medium,expansion,mixed
2019-12-31,2020-01-28,1.25,1.14,0.11,9.6491,post-market,AAPL,91819000000,35217000000,25569000000,22236000000,0.3835480673934588,0.2784717759940753,0.2421720994565395,AAPL_2019-12-31,AAPL,0.4337757651467833,0.028461918319750007,0.2784717759940753,high_growth,moderate_positive,high,expansion,strong_fundamentals
2020-03-31,2020-04-30,0.64,0.56,0.08,14.2857,post-market,AAPL,58313000000,22370000000,12853000000,11249000000,0.3836194330595236,0.2204139728705434,0.1929072419529093,AAPL_2020-03-31,AAPL,-0.3649135799780002,-0.049264857503630216,0.2204139728705434,negative_growth,large_positive,medium,contraction,mixed
2020-06-30,2020-07-30,0.65,0.51,0.14,27.451,post-market,AAPL,59685000000,22680000000,13091000000,11253000000,0.3799949736114602,0.2193348412498952,0.1885398341291781,AAPL_2020-06-30,AAPL,0.023528201258724568,-0.004367407823731184,0.2193348412498952,moderate_growth,large_positive,medium,stable,mixed
2020-09-30,2020-10-29,0.73,0.7,0.03,4.2857,post-market,AAPL,64698000000,24689000000,14775000000,12673000000,0.3816037590033695,0.2283687285542057,0.1958793162076107,AAPL_2020-09-30,AAPL,0.08399095250062838,0.007339482078432602,0.2283687285542057,moderate_growth,moderate_positive,medium,expansion,mixed
2020-12-31,2021-01-27,1.68,1.42,0.26,18.3099,post-market,AAPL,111439000000,44328000000,33534000000,28755000000,0.3977781566596972,0.3009179910085338,0.258033543014564,AAPL_2020-12-31,AAPL,0.7224489165043742,0.06215422680695329,0.3009179910085338,high_growth,large_positive,high,expansion,strong_fundamentals
2021-03-31,2021-04-28,1.4,0.98,0.42,42.8571,post-market,AAPL,89584000000,38079000000,27503000000,23630000000,0.4250647437042329,0.30700794784783,0.2637747812109305,AAPL_2021-03-31,AAPL,-0.19611626091404266,0.005741238196366516,0.30700794784783,negative_growth,large_positive,high,expansion,strong_fundamentals
2021-06-30,2021-07-27,1.3,1.01,0.29,28.7129,post-market,AAPL,81434000000,35255000000,24126000000,21744000000,0.4329272785323084,0.296264459562345,0.2670137780288332,AAPL_2021-06-30,AAPL,-0.09097606715484907,0.003238996817902684,0.296264459562345,negative_growth,large_positive,high,stable,mixed
2021-09-30,2021-10-28,1.24,1.24,0.0,0.0,post-market,AAPL,83360000000,35174000000,23786000000,20551000000,0.4219529750479846,0.2853406909788867,0.2465331094049904,AAPL_2021-09-30,AAPL,0.023651054841957952,-0.02048066862384279,0.2853406909788867,moderate_growth,small,high,contraction,mixed
2021-12-31,2022-01-27,2.1,1.89,0.21,11.1111,post-market,AAPL,123945000000,54243000000,41488000000,34630000000,0.4376376618661503,0.3347291137197951,0.2793981201339304,AAPL_2021-12-31,AAPL,0.48686420345489445,0.03286501072893999,0.3347291137197951,high_growth,large_positive,high,expansion,strong_fundamentals
2022-03-31,2022-04-28,1.52,1.43,0.09,6.2937,post-market,AAPL,97278000000,42559000000,29979000000,25010000000,0.437498715022924,0.3081786220933818,0.2570982133678735,AAPL_2022-03-31,AAPL,-0.2151518818830933,-0.02229990676605692,0.3081786220933818,negative_growth,moderate_positive,high,contraction,mixed
2022-06-30,2022-07-28,1.2,1.15,0.05,4.3478,post-market,AAPL,82959000000,35885000000,23076000000,19442000000,0.4325630733253776,0.2781615014645789,0.2343567304331055,AAPL_2022-06-30,AAPL,-0.1471966940109788,-0.022741482934767965,0.2781615014645789,negative_growth,moderate_positive,high,contraction,mixed
2022-09-30,2022-10-27,1.29,1.27,0.02,1.5748,post-market,AAPL,90146000000,38095000000,24894000000,20721000000,0.4225922392563175,0.276152020056353,0.2298604486055953,AAPL_2022-09-30,AAPL,0.086633156137369,-0.004496281827510218,0.276152020056353,moderate_growth,small,high,stable,mixed
2022-12-31,2023-02-02,1.88,1.95,-0.07,-3.5897,post-market,AAPL,117154000000,50332000000,36016000000,29998000000,0.4296225480990832,0.3074244157263089,0.2560561312460522,AAPL_2022-12-31,AAPL,0.29960286646107415,0.026195682640456908,0.3074244157263089,high_growth,moderate_negative,high,expansion,mixed
2023-03-31,2023-05-04,1.52,1.43,0.09,6.2937,post-market,AAPL,94836000000,41976000000,28318000000,24160000000,0.4426167278248766,0.2985996878822388,0.2547555780505293,AAPL_2023-03-31,AAPL,-0.19050139133106847,-0.0013005531955229133,0.2985996878822388,negative_growth,moderate_positive,high,stable,mixed
2023-06-30,2023-08-03,1.26,1.19,0.07,5.8824,post-market,AAPL,81797000000,36413000000,22998000000,19881000000,0.4451630255388339,0.2811594557257601,0.2430529237013582,AAPL_2023-06-30,AAPL,-0.13748998270698887,-0.011702654349171088,0.2811594557257601,negative_growth,moderate_positive,high,contraction,mixed
2023-09-30,2023-11-02,1.46,1.39,0.07,5.036,post-market,AAPL,89498000000,40427000000,26969000000,22956000000,0.4517084180652082,0.3013363427115689,0.2564973518961317,AAPL_2023-09-30,AAPL,0.09414770712862319,0.013444428194773511,0.3013363427115689,moderate_growth,moderate_positive,high,expansion,strong_fundamentals
2023-12-31,2024-02-01,2.18,2.11,0.07,3.3175,post-market,AAPL,119575000000,54855000000,40373000000,33916000000,0.4587497386577462,0.337637466025507,0.2836378841731131,AAPL_2023-12-31,AAPL,0.33606337571789324,0.027140532276981377,0.337637466025507,high_growth,moderate_positive,high,expansion,strong_fundamentals
2024-03-31,2024-05-02,1.53,1.5,0.03,2.0,post-market,AAPL,90753000000,42271000000,27900000000,23636000000,0.4657807455400923,0.3074278536246735,0.2604431809416768,AAPL_2024-03-31,AAPL,-0.24103700606314027,-0.023194703231436298,0.3074278536246735,negative_growth,small,high,contraction,mixed
2024-06-30,2024-08-01,1.4,1.34,0.06,4.4776,post-market,AAPL,85777000000,39678000000,25352000000,21448000000,0.462571551814589,0.2955570840668244,0.2500437180129871,AAPL_2024-06-30,AAPL,-0.05483014335614245,-0.010399462928689707,0.2955570840668244,negative_growth,moderate_positive,high,contraction,mixed
2024-09-30,2024-10-31,0.97,0.95,0.02,2.1053,post-market,AAPL,94930000000,43879000000,29591000000,14736000000,0.4622247972190035,0.311713894448541,0.1552301695986516,AAPL_2024-09-30,AAPL,0.10670692609907095,-0.09481354841433548,0.311713894448541,high_growth,small,high,contraction,mixed
2024-12-31,2025-01-30,2.4,2.34,0.06,2.5641,post-market,AAPL,124300000000,58275000000,42832000000,36330000000,0.4688254223652454,0.3445856798069187,0.2922767497988737,AAPL_2024-12-31,AAPL,0.3093858632676709,0.1370465802002221,0.3445856798069187,high_growth,small,high,expansion,mixed
2025-03-31,2025-05-01,1.65,1.62,0.03,1.8519,post-market,AAPL,95359000000,44867000000,29589000000,24780000000,0.4705061923887624,0.3102905861009448,0.2598601075934101,AAPL_2025-03-31,AAPL,-0.23283185840707965,-0.032416642205463586,0.3102905861009448,negative_growth,small,high,contraction,mixed
2025-06-30,2025-07-31,1.57,1.43,0.14,9.7902,post-market,AAPL,94036000000,43718000000,28202000000,23434000000,0.4649070568718363,0.2999064188183249,0.2492024331107235,AAPL_2025-06-30,AAPL,-0.01387388710032611,-0.010657674482686619,0.2999064188183249,negative_growth,moderate_positive,high,contraction,mixed
2025-09-30,2025-10-30,1.85,1.76,0.09,5.1136,post-market,AAPL,102466000000,48341000000,32427000000,27466000000,0.4717760037475845,0.3164659496808698,0.2680498897195167,AAPL_2025-09-30,AAPL,0.08964651835467263,0.018847456608793223,0.3164659496808698,moderate_growth,moderate_positive,high,expansion,strong_fundamentals
2005-09-30,2005-10-20,0.038,0.034,0.004,11.7647,pre-market,GOOGL,1578456000,923302000,529171000,381182000,0.5849399666509552,0.3352459618766693,0.2414904184848991,GOOGL_2005-09-30,GOOGL,,,0.3352459618766693,missing,large_positive,high,missing,mixed
2005-12-31,2006-01-31,0.0385,0.044,-0.0055,-12.5,pre-market,GOOGL,1919092000,1143711000,569639000,372208000,0.5959646541176765,0.2968273537693868,0.1939500555471024,GOOGL_2005-12-31,GOOGL,0.21580329131759135,-0.047540362937796704,0.2968273537693868,high_growth,large_negative,high,contraction,mixed
2006-03-31,2006-04-20,0.0575,0.0495,0.008,16.1616,pre-market,GOOGL,2253800000,1349681000,742699000,592291000,0.5988468364539888,0.3295319016771674,0.2627966101694915,GOOGL_2006-03-31,GOOGL,0.17440956452322243,0.06884655462238912,0.3295319016771674,high_growth,large_positive,high,expansion,strong_fundamentals
2006-06-30,2006-07-20,0.0625,0.0555,0.007,12.6126,pre-market,GOOGL,2456000000,1466968000,815372000,721077000,0.597299674267101,0.3319918566775244,0.2935981270358306,GOOGL_2006-06-30,GOOGL,0.08971514775046585,0.030801516866339085,0.3319918566775244,moderate_growth,large_positive,high,expansion,strong_fundamentals
2006-09-30,2006-10-19,0.0655,0.0605,0.005,8.2645,pre-market,GOOGL,2689700000,1640972000,931331000,733361000,0.6100948061122058,0.3462583187716102,0.2726553147191136,GOOGL_2006-09-30,GOOGL,0.09515472312703577,-0.02094281231671702,0.3462583187716102,moderate_growth,moderate_positive,high,contraction,mixed
2006-12-31,2007-01-31,0.0795,0.073,0.0065,8.9041,pre-market,GOOGL,3205498000,1922350000,1060594000,1030717000,0.5997040085503095,0.3308671538712549,0.3215466052388739,GOOGL_2006-12-31,GOOGL,0.19176785515113215,0.04889129051976032,0.3308671538712549,high_growth,moderate_positive,high,expansion,strong_fundamentals
2007-03-31,2007-04-19,0.092,0.0825,0.0095,11.5152,pre-market,GOOGL,3664000000,2193574000,1221209000,1002162000,0.5986828602620088,0.3332993995633188,0.2735158296943231,GOOGL_2007-03-31,GOOGL,0.14303612106449615,-0.04803077554455082,0.3332993995633188,high_growth,large_positive,high,contraction,mixed
