ticker,event_day,abnormal_return,caar
AAPL,-10,0.0019017642419034044,0.0019017642419034044
AAPL,-9,0.00221965890219424,0.004121423144097644
AAPL,-8,0.004051362735151457,0.008172785879249102
AAPL,-7,0.0007057223840482045,0.008878508263297308
AAPL,-6,0.0012370045848923501,0.010115512848189658
AAPL,-5,0.0007375346882463499,0.010853047536436008
AAPL,-4,-0.0008008714923056151,0.010052176044130392
AAPL,-3,0.0016189512359820035,0.011671127280112395
AAPL,-2,0.00027487268563967905,0.011945999965752074
AAPL,-1,-0.004490008018246997,0.007455991947505077
AAPL,0,-0.001170105520901207,0.00628588642660387
AAPL,1,-0.0007092801371385869,0.005576606289465284
AAPL,2,-0.0016138715830347886,0.003962734706430495
AAPL,3,-0.0037961828203312395,0.0001665518860992552
AAPL,4,-0.005188543149612668,-0.0050219912635134124
AAPL,5,0.003608380202371397,-0.0014136110611420154
AAPL,6,0.000684269047206264,-0.0007293420139357514
AAPL,7,-0.0009804991952043253,-0.0017098412091400767
AAPL,8,-0.0006537322461401591,-0.0023635734552802357
AAPL,9,0.005232738407325142,0.0028691649520449065
AAPL,10,0.0023901273120464778,0.005259292264091385
AAPL,11,0.0003135884397115584,0.005572880703802943
AAPL,12,-0.0005949601046495,0.004977920599153442
AAPL,13,0.00044316438558725826,0.005421084984740701
AAPL,14,0.00021600406893110502,0.005637089053671806
AAPL,15,-0.002439299936086432,0.0031977891175853737
AAPL,16,-0.0072138852318077845,-0.004016096114222411
AAPL,17,-0.00013557629100777107,-0.004151672405230182
AAPL,18,-0.0005899269214611896,-0.004741599326691372
AAPL,19,-0.0035410219962062127,-0.008282621322897584
AAPL,20,0.008149672542776997,-0.00013294878012058697
GOOGL,-10,0.0008458618868527397,0.0008458618868527397
GOOGL,-9,0.0007327441363380771,0.0015786060231908169
GOOGL,-8,0.001543874109217032,0.003122480132407849
GOOGL,-7,0.002235746227277001,0.00535822635968485
GOOGL,-6,-0.0008783787913214513,0.004479847568363398
GOOGL,-5,-0.0010999797397249367,0.0033798678286384616
GOOGL,-4,-0.004845898516798427,-0.0014660306881599658
GOOGL,-3,0.0009518226924450388,-0.000514207995714927
GOOGL,-2,-0.0013491109904840552,-0.0018633189861989822
GOOGL,-1,-0.002243552163552215,-0.004106871149751197
GOOGL,0,-0.0021483220364830976,-0.0062551931862342945
GOOGL,1,0.00442260716737537,-0.0018325860188589246
GOOGL,2,0.0009717028846479141,-0.0008608831342110105
GOOGL,3,0.0010445308983809136,0.00018364776416990314
GOOGL,4,0.0015080533301166114,0.0016917010942865147
GOOGL,5,0.003302839626197888,0.004994540720484403
GOOGL,6,0.0034050161767984837,0.008399556897282886
GOOGL,7,0.0011089386166650017,0.009508495513947888
GOOGL,8,-0.002262166466595326,0.007246329047352562
GOOGL,9,8.084544893311206e-05,0.0073271744962856745
GOOGL,10,0.0010084116645468924,0.008335586160832567
GOOGL,11,-0.00040366188858698355,0.007931924272245584
GOOGL,12,0.0020527841184247776,0.00998470839067036
GOOGL,13,0.0019234172704387423,0.011908125661109104
GOOGL,14,0.0011605280165614352,0.013068653677670539
GOOGL,15,0.00494561929541061,0.018014272973081148
GOOGL,16,-0.0031686696509617253,0.014845603322119424
GOOGL,17,0.0018221090140123856,0.016667712336131808
GOOGL,18,0.007575074074455896,0.024242786410587705
GOOGL,19,-0.0008027263937088107,0.023440060016878893
GOOGL,20,-0.0005840076927212851,0.02285605232415761
NVDA,-10,-0.004367339722617863,-0.004367339722617863
NVDA,-9,-0.0017657965350865792,-0.006133136257704442
NVDA,-8,0.0018613299525999923,-0.00427180630510445
NVDA,-7,0.00413253393699683,-0.0001392723681076201
NVDA,-6,-0.003023235259285874,-0.003162507627393494
NVDA,-5,0.00048561618187928113,-0.002676891445514213
NVDA,-4,-0.00039019053569579177,-0.003067081981210005
NVDA,-3,0.003084467414685357,1.7385433475351937e-05
NVDA,-2,-0.007211456807194779,-0.007194071373719427
NVDA,-1,-3.7650337093870585e-05,-0.007231721710813297
NVDA,0,0.0011584137922183884,-0.0060733079185949085
NVDA,1,-0.0005785414350634075,-0.006651849353658317
NVDA,2,0.007257489631511223,0.0006056402778529067
NVDA,3,0.004328674527402262,0.0049343148052551685
NVDA,4,-0.0010560948112204077,0.0038782199940347608
NVDA,5,0.006229662195729893,0.010107882189764654
NVDA,6,0.0016533582070260148,0.011761240396790669
NVDA,7,0.003359945072862941,0.01512118546965361
NVDA,8,-0.0027873414122369204,0.01233384405741669
NVDA,9,-0.0009982080187807049,0.011335636038635985
NVDA,10,-0.00785440735029901,0.0034812286883369754
NVDA,11,0.008346216915807142,0.011827445604144117
NVDA,12,-0.003851173594026306,0.007976272010117812
NVDA,13,0.00601945580606501,0.013995727816182822
NVDA,14,0.0026086468728527554,0.016604374689035577
NVDA,15,-0.0010394227722491356,0.01556495191678644
NVDA,16,-0.0035556308642037643,0.012009321052582678
NVDA,17,0.0012053003168062215,0.013214621369388899
NVDA,18,-0.0018616228273173924,0.011352998542071505
NVDA,19,0.002672819519571555,0.014025818061643061
NVDA,20,0.0023084855928141115,0.016334303654457174
