date,stock_return,market_return,expected_return,ar,rel_day,ticker,event_date_aligned,alpha,beta,surprise,car_0_t
2023-11-14,0.02116481119204333,0.02129789132582231,0.04067462329041666,-0.01950981209837333,58,NVDA,2023-08-23,0.0028092045440468658,1.7778951994397887,0.063,-0.1888316990244987
2023-11-15,-0.0156269034894663,0.0007521383595776695,0.004146427722854522,-0.01977333121232082,59,NVDA,2023-08-23,0.0028092045440468658,1.7778951994397887,0.063,-0.20860503023681953
2023-11-16,0.011995670933732829,0.000855608559548055,0.004330386894666945,0.007665284039065884,60,NVDA,2023-08-23,0.0028092045440468658,1.7778951994397887,0.063,-0.20093974619775362
2023-11-14,0.02116481119204333,0.02129789132582231,0.04290203157557028,-0.021737220383526948,-5,NVDA,2023-11-21,0.0026013798619988304,1.8922367053638558,0.066,
2023-11-15,-0.0156269034894663,0.0007521383595776695,0.004024603673503855,-0.019651507162970153,-4,NVDA,2023-11-21,0.0026013798619988304,1.8922367053638558,0.066,
2023-11-16,0.011995670933732829,0.000855608559548055,0.004220393783799157,0.007775277149933672,-3,NVDA,2023-11-21,0.0026013798619988304,1.8922367053638558,0.066,
2023-11-17,-0.0036444664756427173,0.00023311881139177648,0.003042495833625144,-0.006686962309267861,-2,NVDA,2023-11-21,0.0026013798619988304,1.8922367053638558,0.066,
2023-11-20,0.022265487045894934,0.012101255021313827,0.025499818794297524,-0.00323433174840259,-1,NVDA,2023-11-21,0.0026013798619988304,1.8922367053638558,0.066,
2023-11-21,-0.009367283242912307,-0.005826307516611461,-0.00842337307767071,-0.0009439101652415974,0,NVDA,2023-11-21,0.0026013798619988304,1.8922367053638558,0.066,-0.0009439101652415974
2023-11-22,-0.024732661449985503,0.004084609633620232,0.010330428137817845,-0.035063089587803346,1,NVDA,2023-11-21,0.0026013798619988304,1.8922367053638558,0.066,-0.036006999753044944
2023-11-24,-0.019482481503978112,-0.0014107454430473281,-6.808444726011864e-05,-0.019414397056717995,2,NVDA,2023-11-21,0.0026013798619988304,1.8922367053638558,0.066,-0.055421396809762935
2023-11-27,0.009581410521266612,-0.0008735373225578923,0.0009484404767495206,0.008632970044517092,3,NVDA,2023-11-21,0.0026013798619988304,1.8922367053638558,0.066,-0.04678842676524585
2023-11-28,-0.008744590388751375,0.0026176126133205216,0.007554522529347327,-0.016299112918098702,4,NVDA,2023-11-21,0.0026013798619988304,1.8922367053638558,0.066,-0.06308753968334455
2023-11-29,0.0066694703247472,-0.0009744537037519657,0.0007574827960816041,0.005911987528665596,5,NVDA,2023-11-21,0.0026013798619988304,1.8922367053638558,0.066,-0.057175552154678955
2023-11-30,-0.028871460617131042,-0.002517221308317099,-0.0021617986931228117,-0.02670966192400823,6,NVDA,2023-11-21,0.0026013798619988304,1.8922367053638558,0.066,-0.08388521407868718
2023-12-01,0.0,0.002850685568271614,0.0079955517297334,-0.0079955517297334,7,NVDA,2023-11-21,0.0026013798619988304,1.8922367053638558,0.066,-0.09188076580842058
2023-12-04,-0.027309889709244348,-0.009326763942873757,-0.01504706521297101,-0.012262824496273337,8,NVDA,2023-11-21,0.0026013798619988304,1.8922367053638558,0.066,-0.10414359030469392
2023-12-05,0.023024474965735377,0.0025076779650540543,0.007346500152706253,0.015677974813029124,9,NVDA,2023-11-21,0.0026013798619988304,1.8922367053638558,0.066,-0.08846561549166479
2023-12-06,-0.02324423103738108,-0.005800513985795911,-0.008374565611900591,-0.01486966542548049,10,NVDA,2023-11-21,0.0026013798619988304,1.8922367053638558,0.066,-0.10333528091714529
2023-12-07,0.023888215174695592,0.013875340642535745,0.028856808725231876,-0.0049685935505362835,11,NVDA,2023-11-21,0.0026013798619988304,1.8922367053638558,0.066,-0.10830387446768157
