ticker,event_date,CAR_0_1,CAR_0_5,CAR_2_20,CAR_2_40,CAR_2_60,CAR_0_20,CAR_0_40,CAR_0_60,speed_01_over_05,continuation_01_vs_220
AAPL,2025-07-31,-0.006388226381690952,0.05603826268959847,0.12209683422612633,0.20747584005875147,0.2259533720376157,0.11570860784443536,0.20108761367706054,0.21956514565592475,0.11399758085071222,False
GOOGL,2022-02-01,0.07411889566770039,0.03588429697545595,-0.05224396882543376,-0.0674936949115976,-0.15510574883705489,0.021874926842266655,0.006625200756102813,-0.08098685316935453,2.0654966633008316,False
GOOGL,2022-04-26,-0.035236014490005046,-0.01778460016130011,0.012021483579706099,0.06458888541915098,-0.04502440120024727,-0.02321453091029896,0.029352870929145923,-0.0802604156902523,1.9812654864560746,False
GOOGL,2022-07-26,0.029150044856171554,0.023094824529052736,-0.019782478144443953,-0.06453088859848098,-0.020042603057269185,0.009367566711727608,-0.035380843742309445,0.009107441798902369,1.2621894926935469,False
GOOGL,2022-10-25,-0.07470773854308804,-0.11184734703496291,-0.0038480467500179166,-0.03785393967989545,0.01716173942391652,-0.07855578529310597,-0.1125616782229835,-0.05754599911917153,0.6679437691064303,True
GOOGL,2023-02-02,0.025757427994051528,-0.052946313094271766,-0.07304640472753748,-0.027766463367999098,0.018342013210302904,-0.04728897673348596,-0.002009035373947577,0.04409944120435442,0.4864819944722121,False
GOOGL,2023-04-25,-0.005549167208611382,-0.013644864929025939,0.10710139232934256,0.02086128534346262,-0.01816644961352381,0.10155222512073118,0.015312118134851232,-0.02371561682213519,0.4066853895201965,False
GOOGL,2023-07-25,0.05837450548848187,0.06083583431658703,0.05001602838975377,0.08675285126183123,0.12835838504506897,0.10839053387823565,0.14512735675031313,0.18673289053355083,0.9595414634194624,True
GOOGL,2023-10-24,-0.06395440749080666,-0.07652047408254203,-0.03218036177777735,-0.06203785344449604,-0.05637116810731923,-0.09613476926858402,-0.1259922609353027,-0.12032557559812589,0.835781642202315,True
GOOGL,2024-01-30,-0.05764971616586838,-0.0587792024037294,-0.07112419775336042,0.01079359977649087,0.11190176117346488,-0.1287739139192288,-0.0468561163893775,0.054252045007596505,0.9807842537552133,True
GOOGL,2024-04-25,0.06705780282017415,0.046972323484874,-0.03875741301921903,-0.048090775278818686,-0.04212536250435394,0.028300389800955138,0.018967027541355475,0.024932440315820228,1.4276024229835695,False
GOOGL,2024-07-23,-0.00949072763145789,-0.012008092928796413,-0.08183467338240116,-0.11929766475323281,-0.14323693748256577,-0.09132540101385905,-0.1287883923846907,-0.15272766511402364,0.7903609413863154,True
GOOGL,2024-10-29,0.04389139076299505,0.024648838689473266,-0.05147902327935548,0.060259085923823466,0.07499680737814152,-0.0075876325163604305,0.10415047668681851,0.11888819814113658,1.780667694569305,False
GOOGL,2025-02-04,-0.06600513522383451,-0.10188403025891149,-0.06861283772939229,-0.13137152428313487,-0.12506395641791768,-0.1346179729532268,-0.19737665950696937,-0.19106909164175218,0.647845742420081,True
GOOGL,2025-04-24,0.006131028548910369,-0.014671038660241461,-0.019604003946285066,-0.08066294958339859,0.021127466797216523,-0.013472975397374694,-0.07453192103448825,0.027258495346126888,0.4179001017511777,False
GOOGL,2025-07-23,-0.00041047427666727164,0.01954230693444059,0.04533096756601021,0.24657642625004483,0.24721016884890795,0.04492049328934294,0.24616595197337757,0.2467996945722407,0.021004392063040826,False
NVDA,2022-02-16,-0.02065374772590464,-0.02913006982220452,-0.01011203374658271,-0.15840550644165124,-0.14339928047048534,-0.03076578147248736,-0.17905925416755586,-0.16405302819639,0.7090181332198947,True
NVDA,2022-05-25,0.013568220187249819,0.001603692912056566,-0.036629024588039315,-0.10702730297249348,-0.2250509435050288,-0.023060804400789496,-0.09345908278524363,-0.21148272331777895,8.460609936755295,False
NVDA,2022-08-24,0.002251338465052305,-0.04217953660447369,-0.11490021481074211,-0.08053400354265038,0.05427782155217332,-0.11264887634568982,-0.07828266507759805,0.056529160017225626,0.05337513510789783,False
NVDA,2022-11-16,-0.030594236894075557,-0.000510977509008876,0.14477944034187948,0.16996400504991602,0.29128063066300974,0.11418520344780392,0.13936976815584046,0.26068639376893415,59.87394034899512,False
NVDA,2023-02-22,0.11937657660003251,0.11176722757073787,0.05812974299349761,0.027239256190947712,0.073899206915115,0.17750631959353008,0.1466158327909802,0.19327578351514751,1.0680821131085019,True
NVDA,2023-05-24,0.17767139225803166,0.15669912452514065,-0.03705464088014425,-0.0756199338311066,0.0028265499810020897,0.1406167513778874,0.10205145842692505,0.1804979422390337,1.1338378104947628,False
NVDA,2023-08-23,0.037085645619764754,-0.0059434482119018455,-0.1788175905733246,-0.21946581779071317,-0.2380253918175184,-0.14173194495355987,-0.18238017217094843,-0.20093974619775365,6.2397524631408725,False
NVDA,2023-11-21,-0.036006999753044944,-0.05717555215467895,-0.12793228488306357,-0.051537257500530634,0.023631269163464565,-0.16393928463610855,-0.08754425725357556,-0.012375730589580379,0.6297621692508364,True
NVDA,2024-02-21,0.07446848238118753,0.06901829796477876,0.08595424560531745,0.07722358952523539,0.03613191717020153,0.16042272798650495,0.15169207190642292,0.11060039955138903,1.0789672387920968,True
NVDA,2024-05-22,0.08977071871571209,0.15323098280084024,0.042305120402749245,-0.03696679481021076,-0.024356916477841866,0.13207583911846132,0.0528039239055013,0.06541380223787022,0.5858522674385654,True
NVDA,2024-08-28,-0.06399665968763046,-0.12052443413822977,-0.060248054261830664,0.019723742346330144,-0.02076921173184626,-0.1242447139494611,-0.044272917341300316,-0.08476587141947674,0.5309849421423753,True
NVDA,2024-11-20,-0.012994993398086623,-0.10224443568754066,-0.1923157491120964,-0.19169140760377532,-0.30191197506587475,-0.20531074251018303,-0.20468640100186195,-0.3149069684639614,0.12709731645249983,True
NVDA,2025-02-26,-0.0005580690956698414,-0.03548331877718469,-0.007731904168360018,-0.01788013728899742,-0.021192427828446186,-0.008289973264029867,-0.018438206384667276,-0.02175049692411602,0.01572764653650922,True
NVDA,2025-05-28,0.03126904091605852,0.018400869216858663,0.01014587300801191,0.05186115627362507,0.05620725594080159,0.041414913924070436,0.08313019718968359,0.0874762968568601,1.6993241214610768,True
NVDA,2025-08-27,-0.022442183542069154,-0.06563935956122652,-0.06606591011157374,-0.0918858985073429,-0.030137908426202557,-0.08850809365364291,-0.11432808204941207,-0.052580091968271715,0.341901317930071,True
